"caution_order_id","corridor_code","zone","section_from","section_to","track_line","km_from","km_to","normal_sectional_speed_kmph","imposed_caution_speed_kmph","speed_drop_kmph","speed_drop_pct","restriction_reason","triggering_defect_code","triggering_defect_name","defect_category","imposition_timestamp","planned_lifting_timestamp","actual_lifting_timestamp","status","average_train_detention_min","daily_impacted_trains_count","coa_direct_feed_synced","correlated_bdms_block_id","responsible_pway_officer","caution_board_displayed"
"COA-SCR-2026-01850","SC-BZA","SCR","KZJ","WLMD","SINGLE_LINE","254.931","256.208","100","20","80","80","Bridge Approach Settlement","FORM_FAIL","Formation Failure","FOUNDATION","2026-06-27T09:03:00.000Z","2026-09-04T17:37:00.000Z","","ACTIVE","10.6","94","true","BDMS-SCR-BLK-74951","V. Gupta AEN","true"
"COA-SR-2026-01851","MAS-SBC","SR","MAS","AJJ","DN_MAIN","230.396","232.197","110","45","65","59.1","Formation Failure","BALL_INSUFF","Insufficient Ballast Cushion","FOUNDATION","2026-07-20T21:49:00.000Z","2026-09-22T15:51:00.000Z","","RAMPING","5.5","86","true","BDMS-SR-BLK-14158","V. Gupta AEN","true"
"COA-NR-2026-01852","DLI-AMB","NR","SZM","SNP","UP_MAIN","28.737","30.906","110","20","90","81.8","Bridge Approach Settlement","ALIGN_VERT","Alignment — Vertical (Unevenness)","GEOMETRIC","2026-06-12T09:19:00.000Z","2026-08-25T10:28:00.000Z","","ACTIVE","4.9","152","true","BDMS-NR-BLK-55839","D. Reddy SSE/P-Way","true"
"COA-ER-2026-01853","HWH-ASN","ER","BDC","BWN","LOOP_LINE","56.167","57.055","130","75","55","42.3","Weld Defect","KINK_RAIL","Kinked Rail","STRUCTURAL","2026-06-10T20:11:00.000Z","2026-09-27T09:34:00.000Z","","RAMPING","3.3","104","true","BDMS-ER-BLK-40325","P. Nair JE/P-Way","true"
"COA-NR-2026-01854","NDLS-CNB","NR","ALJN","TDL","DN_MAIN","213.402","214.071","110","30","80","72.7","Post-Accident Precaution","SQUAT","Squat Defect","STRUCTURAL","2026-07-12T17:44:00.000Z","2026-09-01T15:14:00.000Z","2026-09-20T16:45:00.000Z","LIFTED","3","131","true","BDMS-NR-BLK-62810","A. Verma APWI","true"
"COA-SR-2026-01855","MAS-SBC","SR","BWT","KJM","LOOP_LINE","95.205","96.167","100","45","55","55","Post-Accident Precaution","HOG_RAIL","Hogged Rail","STRUCTURAL","2026-08-24T21:19:00.000Z","2026-09-15T09:46:00.000Z","2026-08-21T08:53:00.000Z","LIFTED","5.7","134","true","BDMS-SR-BLK-31723","S. Sharma PWI","true"
"COA-WR-2026-01856","BCT-ADI","WR","MMCT","BVI","DN_MAIN","65.771","66.489","110","45","65","59.1","Gauge Variation","WELD_DEF","Weld Defect","STRUCTURAL","2026-06-25T12:05:00.000Z","2026-08-20T17:54:00.000Z","","ACTIVE","8","114","true","BDMS-WR-BLK-99186","M. Singh PWI","true"
"COA-SR-2026-01857","MAS-SBC","SR","JTJ","BWT","SINGLE_LINE","48.234","50.794","100","15","85","85","Gauge Variation","HOG_RAIL","Hogged Rail","STRUCTURAL","2026-07-23T13:13:00.000Z","2026-09-07T07:00:00.000Z","","ACTIVE","3.4","86","true","BDMS-SR-BLK-75864","P. Nair JE/P-Way","true"
"COA-WR-2026-01858","BCT-ADI","WR","ST","BRC","LOOP_LINE","101.154","102.175","110","45","65","59.1","Post-Accident Precaution","WELD_DEF","Weld Defect","STRUCTURAL","2026-07-03T08:22:00.000Z","2026-09-14T08:23:00.000Z","2026-09-04T12:32:00.000Z","LIFTED","4","150","true","BDMS-WR-BLK-81838","M. Singh PWI","true"
"COA-SCR-2026-01859","SC-BZA","SCR","NLDA","BZA","UP_MAIN","98.967","101.284","100","20","80","80","Rail Fracture","FISH_BOLT","Fishplate/Bolt Defect","STRUCTURAL","2026-08-12T21:24:00.000Z","2026-08-05T12:12:00.000Z","2026-08-04T06:45:00.000Z","LIFTED","4.2","94","true","BDMS-SCR-BLK-41138","M. Singh PWI","true"
"COA-NCR-2026-01860","DLI-AGC","NCR","MTJ","AGC","LOOP_LINE","119.854","120.449","100","45","55","55","Weld Defect","BALL_INSUFF","Insufficient Ballast Cushion","FOUNDATION","2026-06-08T15:21:00.000Z","2026-08-21T09:21:00.000Z","","RAMPING","5.6","144","true","BDMS-NCR-BLK-45834","M. Singh PWI","true"
"COA-NR-2026-01861","DLI-AMB","NR","PNP","KUN","UP_MAIN","51.759","52.974","110","30","80","72.7","Rail Fracture","CORRUG","Corrugation","STRUCTURAL","2026-06-02T08:59:00.000Z","2026-08-18T20:50:00.000Z","","ACTIVE","3.4","163","true","BDMS-NR-BLK-85147","A. Verma APWI","true"
"COA-SCR-2026-01862","SC-BZA","SCR","NLDA","BZA","SINGLE_LINE","190.187","191.292","100","45","55","55","Track Buckling Risk","BALL_FOUL","Ballast Fouling","FOUNDATION","2026-06-10T08:47:00.000Z","2026-09-04T08:14:00.000Z","","ACTIVE","3.9","151","true","BDMS-SCR-BLK-62300","S. Sharma PWI","true"
"COA-NCR-2026-01863","DLI-AGC","NCR","PWL","KSV","SINGLE_LINE","34.929","36.566","130","30","100","76.9","Rail Fracture","SURF_CRACK","Surface Crack","STRUCTURAL","2026-06-08T06:32:00.000Z","2026-09-04T20:32:00.000Z","","ACTIVE","5.2","164","true","BDMS-NCR-BLK-18187","V. Gupta AEN","true"
"COA-ER-2026-01864","HWH-ASN","ER","HWH","BDC","LOOP_LINE","115.326","116.318","100","45","55","55","Post-Accident Precaution","DRAIN_BLOCK","Drainage Blockage","FOUNDATION","2026-08-03T14:12:00.000Z","2026-08-05T18:43:00.000Z","2026-08-23T16:04:00.000Z","LIFTED","5.6","99","true","BDMS-ER-BLK-44871","D. Reddy SSE/P-Way","true"
"COA-NR-2026-01865","DLI-AMB","NR","GNU","PNP","LOOP_LINE","86.399","87.552","130","45","85","65.4","Rail Fracture","BALL_FOUL","Ballast Fouling","FOUNDATION","2026-06-26T15:30:00.000Z","2026-08-21T18:51:00.000Z","","RAMPING","8.4","103","true","BDMS-NR-BLK-87065","S. Sharma PWI","true"
"COA-CR-2026-01866","CSTM-PUNE","CR","LNL","KYN","LOOP_LINE","30.03","33.293","130","30","100","76.9","Formation Failure","SURF_CRACK","Surface Crack","STRUCTURAL","2026-08-18T06:01:00.000Z","2026-09-22T17:08:00.000Z","2026-09-25T18:54:00.000Z","LIFTED","8.8","137","true","BDMS-CR-BLK-52819","S. Sharma PWI","true"
"COA-NCR-2026-01867","DLI-AGC","NCR","NZM","FDB","DN_MAIN","36.794","38.02","100","20","80","80","Track Buckling Risk","ALIGN_LAT","Alignment — Lateral","GEOMETRIC","2026-06-22T06:15:00.000Z","2026-09-09T18:19:00.000Z","","ACTIVE","9","118","true","BDMS-NCR-BLK-63729","M. Singh PWI","true"
"COA-CR-2026-01868","CSTM-PUNE","CR","KAT","LNV","LOOP_LINE","64.503","67.127","130","75","55","42.3","Formation Failure","FISH_BOLT","Fishplate/Bolt Defect","STRUCTURAL","2026-06-08T20:27:00.000Z","2026-09-27T12:59:00.000Z","","ACTIVE","3.8","181","true","BDMS-CR-BLK-63094","S. Sharma PWI","true"
"COA-ER-2026-01869","HWH-ASN","ER","BWN","PAN","SINGLE_LINE","126.508","128.817","130","15","115","88.5","Post-Accident Precaution","CROSS_LVL","Cross-Level Defect","GEOMETRIC","2026-08-28T13:39:00.000Z","2026-09-20T15:50:00.000Z","","ACTIVE","6.3","104","true","BDMS-ER-BLK-17027","A. Verma APWI","true"
"COA-NR-2026-01870","NDLS-CNB","NR","GZB","ALJN","UP_MAIN","85.777","86.272","110","75","35","31.8","Bridge Approach Settlement","RW_VERT","Rail Wear — Vertical","STRUCTURAL","2026-08-01T21:50:00.000Z","2026-08-08T20:15:00.000Z","2026-08-22T16:43:00.000Z","LIFTED","1.5","204","true","BDMS-NR-BLK-74168","K. Joshi SE/P-Way","true"
"COA-NCR-2026-01871","DLI-AGC","NCR","FDB","PWL","DN_MAIN","5.23","8.065","130","20","110","84.6","Ballast Deficiency","BALL_FOUL","Ballast Fouling","FOUNDATION","2026-08-26T06:21:00.000Z","2026-09-04T09:10:00.000Z","","ACTIVE","7.2","151","true","BDMS-NCR-BLK-44599","A. Verma APWI","true"
"COA-NR-2026-01872","DLI-AMB","NR","KUN","UMB","DN_MAIN","23.006","24.868","110","15","95","86.4","Bridge Approach Settlement","HOG_RAIL","Hogged Rail","STRUCTURAL","2026-06-26T21:26:00.000Z","2026-09-25T15:15:00.000Z","","ACTIVE","5.6","120","true","BDMS-NR-BLK-56172","R. Kumar SSE/P-Way","true"
"COA-ER-2026-01873","HWH-ASN","ER","BWN","PAN","LOOP_LINE","164.111","165.481","130","45","85","65.4","Track Buckling Risk","SLEEPER_DEF","Sleeper Defect","FOUNDATION","2026-07-24T11:10:00.000Z","2026-09-28T12:12:00.000Z","","ACTIVE","3","114","true","BDMS-ER-BLK-83033","R. Kumar SSE/P-Way","true"
"COA-ER-2026-01874","HWH-ASN","ER","BDC","BWN","SINGLE_LINE","156.297","157.475","100","75","25","25","Ballast Deficiency","FISH_BOLT","Fishplate/Bolt Defect","STRUCTURAL","2026-07-28T07:41:00.000Z","2026-08-11T14:22:00.000Z","2026-08-09T11:44:00.000Z","LIFTED","3.5","119","true","BDMS-ER-BLK-25265","V. Gupta AEN","true"
"COA-NR-2026-01875","NDLS-CNB","NR","NDLS","GZB","LOOP_LINE","172.391","173.612","130","30","100","76.9","Gauge Variation","KINK_RAIL","Kinked Rail","STRUCTURAL","2026-08-17T16:08:00.000Z","2026-08-17T09:27:00.000Z","","ACTIVE","7.7","153","true","BDMS-NR-BLK-80867","P. Nair JE/P-Way","true"
"COA-NR-2026-01876","NDLS-CNB","NR","GZB","ALJN","SINGLE_LINE","10.43","13.776","100","20","80","80","Bridge Approach Settlement","GAUGE_WIDE","Gauge — Wide","GEOMETRIC","2026-06-24T16:45:00.000Z","2026-08-14T18:15:00.000Z","2026-09-12T14:31:00.000Z","LIFTED","8","218","true","BDMS-NR-BLK-81423","V. Gupta AEN","true"
"COA-NR-2026-01877","DLI-AMB","NR","PNP","KUN","LOOP_LINE","106.625","108.87","110","20","90","81.8","Weld Defect","CORRUG","Corrugation","STRUCTURAL","2026-08-10T18:02:00.000Z","2026-09-10T08:02:00.000Z","","ACTIVE","5.8","98","true","BDMS-NR-BLK-90140","M. Singh PWI","true"
"COA-ER-2026-01878","HWH-ASN","ER","HWH","BDC","DN_MAIN","202.579","204.74","110","75","35","31.8","Point/Crossing Defect","GAUGE_TIGHT","Gauge — Tight","GEOMETRIC","2026-07-04T12:08:00.000Z","2026-08-16T12:03:00.000Z","","RAMPING","2.4","154","true","BDMS-ER-BLK-19446","D. Reddy SSE/P-Way","true"
"COA-NCR-2026-01879","DLI-AGC","NCR","NZM","FDB","DN_MAIN","66.2","68.885","130","45","85","65.4","Point/Crossing Defect","RAIL_FRAC","Rail Fracture","STRUCTURAL","2026-06-08T18:21:00.000Z","2026-08-25T10:15:00.000Z","","ACTIVE","3.5","144","true","BDMS-NCR-BLK-59517","P. Nair JE/P-Way","true"
"COA-WR-2026-01880","BCT-ADI","WR","PLG","VAPI","LOOP_LINE","110.586","113.994","110","15","95","86.4","Weld Defect","DRAIN_BLOCK","Drainage Blockage","FOUNDATION","2026-07-04T11:54:00.000Z","2026-09-25T19:51:00.000Z","","ACTIVE","3.9","174","true","BDMS-WR-BLK-94892","A. Verma APWI","true"
"COA-NCR-2026-01881","DLI-AGC","NCR","FDB","PWL","LOOP_LINE","115.495","116.429","100","30","70","70","Formation Failure","FORM_FAIL","Formation Failure","FOUNDATION","2026-08-27T07:22:00.000Z","2026-09-11T07:14:00.000Z","2026-08-03T14:58:00.000Z","LIFTED","2.9","125","true","BDMS-NCR-BLK-55219","K. Joshi SE/P-Way","true"
"COA-WR-2026-01882","BCT-ADI","WR","VAPI","BL","UP_MAIN","226.85","227.311","130","30","100","76.9","Weld Defect","SQUAT","Squat Defect","STRUCTURAL","2026-07-16T11:58:00.000Z","2026-08-11T06:34:00.000Z","2026-08-21T14:07:00.000Z","LIFTED","5","150","true","BDMS-WR-BLK-31497","S. Sharma PWI","true"
"COA-NR-2026-01883","DLI-AMB","NR","DLI","SZM","LOOP_LINE","11.987","14.35","130","30","100","76.9","Track Buckling Risk","TWIST","Track Twist","GEOMETRIC","2026-08-23T11:31:00.000Z","2026-09-07T17:11:00.000Z","2026-08-18T14:45:00.000Z","LIFTED","4.8","147","true","BDMS-NR-BLK-23518","D. Reddy SSE/P-Way","true"
"COA-ER-2026-01884","HWH-ASN","ER","DGR","RNG","SINGLE_LINE","77.064","79.118","110","20","90","81.8","Bridge Approach Settlement","WELD_DEF","Weld Defect","STRUCTURAL","2026-07-28T16:59:00.000Z","2026-08-01T19:07:00.000Z","","ACTIVE","8","149","true","BDMS-ER-BLK-50518","A. Verma APWI","true"
"COA-SCR-2026-01885","SC-BZA","SCR","NLDA","BZA","SINGLE_LINE","28.438","29.626","130","45","85","65.4","Ballast Deficiency","SURF_CRACK","Surface Crack","STRUCTURAL","2026-07-05T07:24:00.000Z","2026-08-20T11:09:00.000Z","2026-08-23T06:10:00.000Z","LIFTED","6.2","99","true","BDMS-SCR-BLK-90801","K. Joshi SE/P-Way","true"
"COA-NCR-2026-01886","DLI-AGC","NCR","MTJ","AGC","UP_MAIN","181.102","183.233","110","30","80","72.7","Bridge Approach Settlement","SURF_CRACK","Surface Crack","STRUCTURAL","2026-08-03T13:46:00.000Z","2026-08-07T15:27:00.000Z","","RAMPING","7","171","true","BDMS-NCR-BLK-21562","A. Verma APWI","true"
"COA-CR-2026-01887","CSTM-PUNE","CR","LNV","PUNE","LOOP_LINE","58.77","62.132","110","30","80","72.7","Ballast Deficiency","KINK_RAIL","Kinked Rail","STRUCTURAL","2026-08-13T17:11:00.000Z","2026-09-03T18:49:00.000Z","2026-09-05T19:29:00.000Z","LIFTED","4.6","144","true","BDMS-CR-BLK-99539","K. Joshi SE/P-Way","true"
"COA-ER-2026-01888","HWH-ASN","ER","BDC","BWN","SINGLE_LINE","40.277","43.502","110","15","95","86.4","Post-Accident Precaution","TWIST","Track Twist","GEOMETRIC","2026-06-21T17:36:00.000Z","2026-08-17T11:38:00.000Z","","ACTIVE","8.8","99","true","BDMS-ER-BLK-11180","M. Singh PWI","true"
"COA-SCR-2026-01889","SC-BZA","SCR","KZJ","WLMD","UP_MAIN","210.246","213.027","110","30","80","72.7","Rail Fracture","HOG_RAIL","Hogged Rail","STRUCTURAL","2026-06-23T20:41:00.000Z","2026-09-15T10:47:00.000Z","","RAMPING","3.9","90","true","BDMS-SCR-BLK-73124","A. Verma APWI","true"
"COA-ER-2026-01890","HWH-ASN","ER","BWN","PAN","DN_MAIN","135.204","135.644","100","45","55","55","Track Buckling Risk","ALIGN_LAT","Alignment — Lateral","GEOMETRIC","2026-07-14T08:45:00.000Z","2026-09-09T18:12:00.000Z","2026-08-01T08:06:00.000Z","LIFTED","3","154","true","BDMS-ER-BLK-34977","K. Joshi SE/P-Way","true"
"COA-ER-2026-01891","HWH-ASN","ER","BDC","BWN","SINGLE_LINE","62.667","64.321","100","15","85","85","Weld Defect","WELD_DEF","Weld Defect","STRUCTURAL","2026-08-08T13:01:00.000Z","2026-09-13T20:28:00.000Z","","ACTIVE","8.5","94","true","BDMS-ER-BLK-33855","M. Singh PWI","true"
"COA-NR-2026-01892","DLI-AMB","NR","PNP","KUN","UP_MAIN","128.422","131.62","130","75","55","42.3","Bridge Approach Settlement","TWIST","Track Twist","GEOMETRIC","2026-07-17T21:37:00.000Z","2026-08-10T10:40:00.000Z","2026-08-03T21:40:00.000Z","LIFTED","5.2","158","true","BDMS-NR-BLK-71681","K. Joshi SE/P-Way","true"
"COA-CR-2026-01893","CSTM-PUNE","CR","KJT","LNL","LOOP_LINE","23.338","24.146","110","45","65","59.1","Bridge Approach Settlement","FISH_BOLT","Fishplate/Bolt Defect","STRUCTURAL","2026-06-01T20:43:00.000Z","2026-08-02T21:30:00.000Z","2026-09-02T17:13:00.000Z","LIFTED","7.9","137","true","BDMS-CR-BLK-42214","M. Singh PWI","true"
"COA-SR-2026-01894","MAS-SBC","SR","KJM","SBC","DN_MAIN","348.986","351.744","110","30","80","72.7","Gauge Variation","FISH_BOLT","Fishplate/Bolt Defect","STRUCTURAL","2026-06-23T20:05:00.000Z","2026-08-04T13:56:00.000Z","2026-09-21T08:30:00.000Z","LIFTED","7.4","95","true","BDMS-SR-BLK-10953","S. Sharma PWI","true"
"COA-ER-2026-01895","HWH-ASN","ER","BWN","PAN","LOOP_LINE","143.821","144.442","100","15","85","85","Ballast Deficiency","ALIGN_LAT","Alignment — Lateral","GEOMETRIC","2026-07-21T12:52:00.000Z","2026-08-19T08:18:00.000Z","","ACTIVE","4.1","109","true","BDMS-ER-BLK-93174","A. Verma APWI","true"
"COA-NCR-2026-01896","DLI-AGC","NCR","FDB","PWL","SINGLE_LINE","29.474","31.645","110","20","90","81.8","Weld Defect","SURF_CRACK","Surface Crack","STRUCTURAL","2026-08-20T08:35:00.000Z","2026-09-17T15:16:00.000Z","2026-08-18T18:16:00.000Z","LIFTED","6.1","197","true","BDMS-NCR-BLK-43639","A. Verma APWI","true"
"COA-WR-2026-01897","BCT-ADI","WR","PLG","VAPI","UP_MAIN","411.489","412.68","130","15","115","88.5","Bridge Approach Settlement","RAIL_FRAC","Rail Fracture","STRUCTURAL","2026-07-19T11:50:00.000Z","2026-08-26T12:34:00.000Z","2026-08-12T07:22:00.000Z","LIFTED","7","186","true","BDMS-WR-BLK-81357","A. Verma APWI","true"
"COA-SCR-2026-01898","SC-BZA","SCR","SC","KZJ","DN_MAIN","185.826","186.789","110","15","95","86.4","Point/Crossing Defect","GAUGE_TIGHT","Gauge — Tight","GEOMETRIC","2026-08-16T09:40:00.000Z","2026-08-10T12:39:00.000Z","2026-09-03T06:53:00.000Z","LIFTED","9.7","142","true","BDMS-SCR-BLK-69434","D. Reddy SSE/P-Way","true"
"COA-NR-2026-01899","NDLS-CNB","NR","GZB","ALJN","LOOP_LINE","22.344","23.375","100","75","25","25","Gauge Variation","FISH_BOLT","Fishplate/Bolt Defect","STRUCTURAL","2026-07-14T07:49:00.000Z","2026-08-05T16:50:00.000Z","","RAMPING","2.5","146","true","BDMS-NR-BLK-42574","P. Nair JE/P-Way","true"
"COA-NR-2026-01900","NDLS-CNB","NR","TDL","ETW","SINGLE_LINE","159.399","161.577","130","30","100","76.9","Track Buckling Risk","WELD_DEF","Weld Defect","STRUCTURAL","2026-08-08T10:58:00.000Z","2026-08-22T11:20:00.000Z","2026-09-27T10:00:00.000Z","LIFTED","9.4","204","true","BDMS-NR-BLK-54183","A. Verma APWI","true"
"COA-NCR-2026-01901","DLI-AGC","NCR","FDB","PWL","DN_MAIN","62.196","65.039","130","15","115","88.5","Ballast Deficiency","SURF_CRACK","Surface Crack","STRUCTURAL","2026-07-02T13:32:00.000Z","2026-09-24T18:42:00.000Z","2026-08-25T19:34:00.000Z","LIFTED","6.4","197","true","BDMS-NCR-BLK-44008","V. Gupta AEN","true"
"COA-CR-2026-01902","CSTM-PUNE","CR","KYN","KAT","DN_MAIN","63.875","64.994","100","45","55","55","Track Buckling Risk","SURF_CRACK","Surface Crack","STRUCTURAL","2026-07-16T19:35:00.000Z","2026-08-14T12:40:00.000Z","","ACTIVE","3.4","125","true","BDMS-CR-BLK-80295","S. Sharma PWI","true"
"COA-ER-2026-01903","HWH-ASN","ER","PAN","DGR","DN_MAIN","9.638","9.9","130","15","115","88.5","Formation Failure","SLEEPER_DEF","Sleeper Defect","FOUNDATION","2026-08-04T13:45:00.000Z","2026-09-27T13:28:00.000Z","2026-09-20T07:18:00.000Z","LIFTED","7.5","149","true","BDMS-ER-BLK-97613","K. Joshi SE/P-Way","true"
"COA-SCR-2026-01904","SC-BZA","SCR","NLDA","BZA","SINGLE_LINE","219.965","221.812","130","45","85","65.4","Rail Fracture","KINK_RAIL","Kinked Rail","STRUCTURAL","2026-08-22T16:56:00.000Z","2026-09-19T15:01:00.000Z","2026-09-11T09:29:00.000Z","LIFTED","3.7","127","true","BDMS-SCR-BLK-46429","M. Singh PWI","true"
"COA-SR-2026-01905","MAS-SBC","SR","KJM","SBC","SINGLE_LINE","5.399","8.858","100","20","80","80","Track Buckling Risk","RW_VERT","Rail Wear — Vertical","STRUCTURAL","2026-07-16T21:52:00.000Z","2026-08-20T16:46:00.000Z","2026-09-19T17:56:00.000Z","LIFTED","8.7","117","true","BDMS-SR-BLK-23331","P. Nair JE/P-Way","true"
"COA-NR-2026-01906","NDLS-CNB","NR","NDLS","GZB","SINGLE_LINE","109.357","112.411","110","45","65","59.1","Post-Accident Precaution","BALL_SETTLE","Ballast Settlement","FOUNDATION","2026-07-14T13:05:00.000Z","2026-09-27T14:27:00.000Z","2026-08-25T19:55:00.000Z","LIFTED","4.2","233","true","BDMS-NR-BLK-38654","V. Gupta AEN","true"
"COA-NR-2026-01907","DLI-AMB","NR","DLI","SZM","DN_MAIN","191.858","194.719","130","20","110","84.6","Weld Defect","SURF_CRACK","Surface Crack","STRUCTURAL","2026-08-15T20:20:00.000Z","2026-08-03T14:02:00.000Z","2026-09-26T10:27:00.000Z","LIFTED","11.8","152","true","BDMS-NR-BLK-44127","A. Verma APWI","true"
"COA-SR-2026-01908","MAS-SBC","SR","BWT","KJM","LOOP_LINE","241.605","245.099","110","15","95","86.4","Track Buckling Risk","GAUGE_TIGHT","Gauge — Tight","GEOMETRIC","2026-08-17T20:58:00.000Z","2026-08-02T15:15:00.000Z","2026-09-15T19:10:00.000Z","LIFTED","7","134","true","BDMS-SR-BLK-10621","P. Nair JE/P-Way","true"
"COA-NR-2026-01909","DLI-AMB","NR","GNU","PNP","SINGLE_LINE","177.737","178.8","110","45","65","59.1","Rail Fracture","SUPER_ELEV","Superelevation Error","GEOMETRIC","2026-07-11T13:34:00.000Z","2026-09-06T15:25:00.000Z","","RAMPING","8.2","147","true","BDMS-NR-BLK-99184","D. Reddy SSE/P-Way","true"
"COA-ER-2026-01910","HWH-ASN","ER","PAN","DGR","DN_MAIN","45.931","48.094","110","20","90","81.8","Weld Defect","TWIST","Track Twist","GEOMETRIC","2026-06-04T20:16:00.000Z","2026-08-22T17:04:00.000Z","2026-09-24T16:12:00.000Z","LIFTED","9.8","139","true","BDMS-ER-BLK-76034","S. Sharma PWI","true"
"COA-WR-2026-01911","BCT-ADI","WR","VAPI","BL","DN_MAIN","185.097","185.81","130","45","85","65.4","Point/Crossing Defect","BALL_SETTLE","Ballast Settlement","FOUNDATION","2026-08-07T21:38:00.000Z","2026-08-02T10:05:00.000Z","2026-08-12T16:39:00.000Z","LIFTED","8.1","192","true","BDMS-WR-BLK-52583","M. Singh PWI","true"
"COA-NCR-2026-01912","DLI-AGC","NCR","FDB","PWL","LOOP_LINE","101.732","101.944","110","75","35","31.8","Weld Defect","KINK_RAIL","Kinked Rail","STRUCTURAL","2026-08-18T12:16:00.000Z","2026-08-26T21:39:00.000Z","","ACTIVE","2.5","190","true","BDMS-NCR-BLK-11750","S. Sharma PWI","true"
"COA-NR-2026-01913","DLI-AMB","NR","GNU","PNP","LOOP_LINE","147.08","147.365","110","20","90","81.8","Rail Fracture","SLEEPER_DEF","Sleeper Defect","FOUNDATION","2026-07-10T18:38:00.000Z","2026-08-26T08:16:00.000Z","","ACTIVE","7.2","125","true","BDMS-NR-BLK-87329","P. Nair JE/P-Way","true"
"COA-SR-2026-01914","MAS-SBC","SR","BWT","KJM","UP_MAIN","141.763","142.61","110","45","65","59.1","Formation Failure","RW_RAD","Rail Wear — Radius Reduction","STRUCTURAL","2026-07-16T14:39:00.000Z","2026-08-18T19:19:00.000Z","","ACTIVE","3.7","117","true","BDMS-SR-BLK-49407","K. Joshi SE/P-Way","true"
"COA-ER-2026-01915","HWH-ASN","ER","BWN","PAN","SINGLE_LINE","115.94","119.324","100","45","55","55","Bridge Approach Settlement","WELD_DEF","Weld Defect","STRUCTURAL","2026-06-15T21:52:00.000Z","2026-08-19T11:59:00.000Z","2026-09-07T18:32:00.000Z","LIFTED","7.4","124","true","BDMS-ER-BLK-78369","M. Singh PWI","true"
"COA-NR-2026-01916","DLI-AMB","NR","PNP","KUN","UP_MAIN","120.226","122.923","130","15","115","88.5","Ballast Deficiency","RW_LAT","Rail Wear — Lateral","STRUCTURAL","2026-08-05T13:44:00.000Z","2026-08-08T15:19:00.000Z","","RAMPING","11.8","152","true","BDMS-NR-BLK-56140","R. Kumar SSE/P-Way","true"
"COA-ER-2026-01917","HWH-ASN","ER","RNG","ASN","UP_MAIN","201.029","202.61","100","15","85","85","Rail Fracture","CROSS_LVL","Cross-Level Defect","GEOMETRIC","2026-08-17T15:11:00.000Z","2026-09-06T09:36:00.000Z","","RAMPING","5.3","129","true","BDMS-ER-BLK-85364","R. Kumar SSE/P-Way","true"
"COA-NR-2026-01918","NDLS-CNB","NR","TDL","ETW","LOOP_LINE","297.291","299.685","110","45","65","59.1","Formation Failure","FORM_FAIL","Formation Failure","FOUNDATION","2026-06-07T17:50:00.000Z","2026-08-16T13:31:00.000Z","","RAMPING","3.1","146","true","BDMS-NR-BLK-96375","A. Verma APWI","true"
"COA-NR-2026-01919","NDLS-CNB","NR","NDLS","GZB","LOOP_LINE","350.329","353.655","130","45","85","65.4","Formation Failure","HOG_RAIL","Hogged Rail","STRUCTURAL","2026-08-09T06:52:00.000Z","2026-08-13T16:47:00.000Z","2026-09-28T11:46:00.000Z","LIFTED","9.1","153","true","BDMS-NR-BLK-54069","K. Joshi SE/P-Way","true"
"COA-NR-2026-01920","DLI-AMB","NR","GNU","PNP","SINGLE_LINE","122.669","123.187","100","15","85","85","Gauge Variation","SUPER_ELEV","Superelevation Error","GEOMETRIC","2026-06-02T21:54:00.000Z","2026-09-02T09:29:00.000Z","","ACTIVE","8.8","169","true","BDMS-NR-BLK-55992","P. Nair JE/P-Way","true"
"COA-WR-2026-01921","BCT-ADI","WR","ST","BRC","LOOP_LINE","39.137","41.031","110","30","80","72.7","Ballast Deficiency","SURF_CRACK","Surface Crack","STRUCTURAL","2026-07-15T18:56:00.000Z","2026-08-11T16:58:00.000Z","2026-08-14T21:22:00.000Z","LIFTED","7.6","174","true","BDMS-WR-BLK-74811","K. Joshi SE/P-Way","true"
"COA-SR-2026-01922","MAS-SBC","SR","KJM","SBC","UP_MAIN","204.833","206.048","100","30","70","70","Ballast Deficiency","CORRUG","Corrugation","STRUCTURAL","2026-06-12T19:51:00.000Z","2026-08-03T19:26:00.000Z","","RAMPING","6.2","91","true","BDMS-SR-BLK-88502","K. Joshi SE/P-Way","true"
"COA-NCR-2026-01923","DLI-AGC","NCR","FDB","PWL","SINGLE_LINE","101.167","103.433","130","45","85","65.4","Weld Defect","GAUGE_TIGHT","Gauge — Tight","GEOMETRIC","2026-06-05T08:50:00.000Z","2026-08-26T11:45:00.000Z","2026-09-18T08:55:00.000Z","LIFTED","7.5","157","true","BDMS-NCR-BLK-49116","A. Verma APWI","true"
"COA-NCR-2026-01924","DLI-AGC","NCR","KSV","MTJ","DN_MAIN","129.366","131.503","130","45","85","65.4","Formation Failure","BALL_SETTLE","Ballast Settlement","FOUNDATION","2026-08-18T20:09:00.000Z","2026-08-17T13:34:00.000Z","","ACTIVE","2.7","164","true","BDMS-NCR-BLK-79022","V. Gupta AEN","true"
"COA-ER-2026-01925","HWH-ASN","ER","BWN","PAN","SINGLE_LINE","205.725","209.089","100","20","80","80","Point/Crossing Defect","GAUGE_WIDE","Gauge — Wide","GEOMETRIC","2026-06-09T07:28:00.000Z","2026-09-05T18:55:00.000Z","2026-09-28T19:34:00.000Z","LIFTED","3.8","149","true","BDMS-ER-BLK-49963","M. Singh PWI","true"
