"machine_requisition_id","timestamp_demanded","machine_type","machine_name","machine_unit_number","corridor_code","zone","section_from","section_to","track_line","km_start","km_end","span_km","quantum_target","quantum_unit","pre_work_tqi","target_post_work_tqi","primary_defect_rectified","primary_defect_name","requested_duration_hours","min_acceptable_duration_hours","requires_power_block","ohe_elementary_section","requires_st_disconnection","affected_points_signals","machine_stabling_station","shadow_block_coordinated","post_maintenance_speed_restriction_kmph","bdms_approval_status","bdms_sanctioned_duration_hours","target_grant_probability","operator_crew_in_charge"
"MBR-NCR-2026-01097","2026-07-21T20:16:00.000Z","RGM","Rail Grinding Machine (72-Stone RGM)","RGM-5321","DLI-AGC","NCR","NDLS","NZM","DN_MAIN","60.608","66.428","5.82","3.36","pass-km","40.5","80.9","SURF_CRACK","Surface Crack","4.2","3.2","true","ES-NDLS-UP-04","false","None","NDLS","TRD Tower Wagon + S&T Interlocking Check","75","SANCTIONED","4.2","0.67","V. Gupta AEN"
"MBR-NCR-2026-01098","2026-08-06T14:05:00.000Z","RGM","Rail Grinding Machine (72-Stone RGM)","RGM-8239","DLI-AGC","NCR","NDLS","NZM","UP_MAIN","37.615","43.229","5.614","1.85","pass-km","35.2","92.5","SLEEPER_DEF","Sleeper Defect","4","3","true","ES-NDLS-UP-08","false","None","NDLS","TRD Tower Wagon + S&T Interlocking Check","75","CURTAILED","3","0.82","M. Singh PWI"
"MBR-WR-2026-01099","2026-07-23T18:54:00.000Z","DUOMATIC","Plain Track Tamping (08-32)","DUO-748","BCT-ADI","WR","MMCT","BVI","UP_MAIN","177.573","181.911","4.338","2.31","km","57.8","81.5","RW_VERT","Rail Wear — Vertical","3.2","2.4","false","N/A","false","None","MMCT","Gang Manual Off-Track Pack","75","CURTAILED","2.4","0.84","R. Kumar SSE/P-Way"
"MBR-WR-2026-01100","2026-09-28T14:22:00.000Z","3X","3-Sleeper Tamping (09-3X)","3X-7971","BCT-ADI","WR","BRC","ADI","DN_MAIN","176.907","181.567","4.66","3.22","km","38.9","81.4","SQUAT","Squat Defect","4","3","false","N/A","false","None","BRC","Gang Manual Off-Track Pack","45","SANCTIONED","4","0.93","P. Nair JE/P-Way"
"MBR-NR-2026-01101","2026-08-04T10:53:00.000Z","DTS","Dynamic Track Stabilizer (DGS-62N)","DTS-5920","NDLS-CNB","NR","NDLS","GZB","DN_MAIN","420.014","425.826","5.812","3.98","km","53.2","84.5","KINK_RAIL","Kinked Rail","2.7","2","false","N/A","false","None","NDLS","Gang Manual Off-Track Pack","75","CURTAILED","2","0.86","M. Singh PWI"
"MBR-ER-2026-01102","2026-08-14T13:09:00.000Z","CSM","Continuous Action Tamping (09-32 CSM)","CSM-9923","HWH-ASN","ER","RNG","ASN","LOOP_LINE","178.064","180.659","2.595","3.16","km","50","93.6","RW_RAD","Rail Wear — Radius Reduction","4.9","3.7","false","N/A","false","None","RNG","Gang Manual Off-Track Pack","45","SANCTIONED","4.9","0.82","D. Reddy SSE/P-Way"
"MBR-NCR-2026-01103","2026-09-07T21:41:00.000Z","CSM","Continuous Action Tamping (09-32 CSM)","CSM-170","DLI-AGC","NCR","NDLS","NZM","SINGLE_LINE","56.578","62.513","5.935","1.96","km","57","94.8","RAIL_FRAC","Rail Fracture","4.6","3.4","false","N/A","false","None","NDLS","Gang Manual Off-Track Pack","45","SANCTIONED","4.6","0.79","S. Sharma PWI"
"MBR-SCR-2026-01104","2026-07-14T06:19:00.000Z","TRT","Track Relaying Train (P-811 TRT)","TRT-879","SC-BZA","SCR","WLMD","NLDA","SINGLE_LINE","258.884","263.32","4.436","929","sleepers","44.3","82.4","WELD_DEF","Weld Defect","5.8","4.3","true","ES-WLMD-UP-01","true","Pt 103A/160B, Track Circuit TC-13","WLMD","TRD Tower Wagon + S&T Interlocking Check","75","SANCTIONED","5.8","0.83","P. Nair JE/P-Way"
"MBR-NCR-2026-01105","2026-09-10T16:19:00.000Z","3X","3-Sleeper Tamping (09-3X)","3X-247","DLI-AGC","NCR","FDB","PWL","SINGLE_LINE","126.01","128.923","2.913","3.47","km","37.7","87.3","GAUGE_TIGHT","Gauge — Tight","4.1","3.1","false","N/A","false","None","FDB","Gang Manual Off-Track Pack","45","CURTAILED","3.1","0.93","D. Reddy SSE/P-Way"
"MBR-NR-2026-01106","2026-08-09T10:00:00.000Z","DTS","Dynamic Track Stabilizer (DGS-62N)","DTS-9493","NDLS-CNB","NR","ALJN","TDL","SINGLE_LINE","264.594","266.2","1.606","4.26","km","40.1","80.2","GAUGE_TIGHT","Gauge — Tight","3.5","2.6","false","N/A","false","None","ALJN","Gang Manual Off-Track Pack","75","SANCTIONED","3.5","0.85","V. Gupta AEN"
"MBR-WR-2026-01107","2026-08-08T11:23:00.000Z","RGM","Rail Grinding Machine (72-Stone RGM)","RGM-1743","BCT-ADI","WR","ST","BRC","DN_MAIN","159.267","162.342","3.075","2.02","pass-km","62.8","81.4","CROSS_LVL","Cross-Level Defect","4.7","3.5","true","ES-ST-UP-09","false","None","ST","TRD Tower Wagon + S&T Interlocking Check","75","SANCTIONED","4.7","0.83","R. Kumar SSE/P-Way"
"MBR-SR-2026-01108","2026-07-23T15:44:00.000Z","BCM","Ballast Cleaning Machine (RM-80 BCM)","BCM-6221","MAS-SBC","SR","AJJ","KPD","SINGLE_LINE","296.192","300.78","4.588","4.19","km","54.4","91.4","RAIL_FRAC","Rail Fracture","5.1","3.8","true","ES-AJJ-UP-05","false","None","AJJ","TRD Tower Wagon + S&T Interlocking Check","20","SANCTIONED","5.1","0.76","A. Verma APWI"
"MBR-SCR-2026-01109","2026-09-03T12:25:00.000Z","UNIMAT","Points & Crossing Tamping (08-475)","UNI-4165","SC-BZA","SCR","NLDA","BZA","DN_MAIN","120.407","121.188","0.781","2","turnouts","35.4","83","RAIL_FRAC","Rail Fracture","2.6","2","false","N/A","true","Pt 143A/123B, Track Circuit TC-59","NLDA","Gang Manual Off-Track Pack","75","CURTAILED","2","0.89","V. Gupta AEN"
"MBR-WR-2026-01110","2026-08-12T14:57:00.000Z","BCM","Ballast Cleaning Machine (RM-80 BCM)","BCM-590","BCT-ADI","WR","ST","BRC","UP_MAIN","277.312","283.12","5.808","2.75","km","50.9","82.8","TWIST","Track Twist","5.8","4.3","true","ES-ST-UP-08","false","None","ST","TRD Tower Wagon + S&T Interlocking Check","20","SANCTIONED","5.8","0.76","S. Sharma PWI"
"MBR-ER-2026-01111","2026-08-09T08:22:00.000Z","3X","3-Sleeper Tamping (09-3X)","3X-5829","HWH-ASN","ER","PAN","DGR","UP_MAIN","51.754","56.256","4.502","2.96","km","33.3","81.1","SQUAT","Squat Defect","3.5","2.6","false","N/A","false","None","PAN","Gang Manual Off-Track Pack","45","REJECTED","0","0.78","V. Gupta AEN"
"MBR-SCR-2026-01112","2026-07-08T09:22:00.000Z","BRM","Ballast Regulating Machine (USP-2000)","BRM-7837","SC-BZA","SCR","KZJ","WLMD","SINGLE_LINE","264.629","270.291","5.662","1.84","km","34","92.9","RW_RAD","Rail Wear — Radius Reduction","3.1","2.3","false","N/A","false","None","KZJ","Gang Manual Off-Track Pack","75","SANCTIONED","3.1","0.8","P. Nair JE/P-Way"
"MBR-NR-2026-01113","2026-09-11T15:42:00.000Z","CSM","Continuous Action Tamping (09-32 CSM)","CSM-663","NDLS-CNB","NR","NDLS","GZB","DN_MAIN","316.215","321.177","4.962","2.66","km","37","80.4","GAUGE_TIGHT","Gauge — Tight","4.7","3.5","false","N/A","false","None","NDLS","Gang Manual Off-Track Pack","45","SANCTIONED","4.7","0.82","V. Gupta AEN"
"MBR-NR-2026-01114","2026-07-10T13:27:00.000Z","BRM","Ballast Regulating Machine (USP-2000)","BRM-1624","DLI-AMB","NR","KUN","UMB","DN_MAIN","29.666","35.121","5.455","3.65","km","59.2","93.3","FISH_BOLT","Fishplate/Bolt Defect","2.8","2.1","false","N/A","false","None","KUN","Gang Manual Off-Track Pack","75","CURTAILED","2.1","0.91","A. Verma APWI"
"MBR-NR-2026-01115","2026-07-27T17:58:00.000Z","BCM","Ballast Cleaning Machine (RM-80 BCM)","BCM-8628","NDLS-CNB","NR","ALJN","TDL","LOOP_LINE","67.923","70.621","2.698","3.89","km","44.6","82.7","RW_VERT","Rail Wear — Vertical","5.9","4.4","true","ES-ALJN-UP-06","false","None","ALJN","TRD Tower Wagon + S&T Interlocking Check","20","REJECTED","0","0.76","A. Verma APWI"
"MBR-SR-2026-01116","2026-08-01T11:43:00.000Z","CSM","Continuous Action Tamping (09-32 CSM)","CSM-2114","MAS-SBC","SR","BWT","KJM","SINGLE_LINE","306.566","311.15","4.584","1.94","km","52.2","93.1","HOG_RAIL","Hogged Rail","4.1","3.1","false","N/A","false","None","BWT","Gang Manual Off-Track Pack","45","SANCTIONED","4.1","0.8","M. Singh PWI"
"MBR-WR-2026-01117","2026-07-21T09:54:00.000Z","RGM","Rail Grinding Machine (72-Stone RGM)","RGM-3099","BCT-ADI","WR","ST","BRC","DN_MAIN","216.591","220.764","4.173","4.43","pass-km","38.8","80","BALL_INSUFF","Insufficient Ballast Cushion","3.7","2.8","true","ES-ST-UP-07","false","None","ST","TRD Tower Wagon + S&T Interlocking Check","75","SANCTIONED","3.7","0.66","P. Nair JE/P-Way"
"MBR-WR-2026-01118","2026-08-21T13:47:00.000Z","CSM","Continuous Action Tamping (09-32 CSM)","CSM-1458","BCT-ADI","WR","MMCT","BVI","SINGLE_LINE","308.309","311.249","2.94","3.97","km","44.2","94.6","TRACK_BUCK","Track Buckling","4.9","3.7","false","N/A","false","None","MMCT","Gang Manual Off-Track Pack","45","SANCTIONED","4.9","0.79","V. Gupta AEN"
"MBR-ER-2026-01119","2026-09-21T11:03:00.000Z","3X","3-Sleeper Tamping (09-3X)","3X-4208","HWH-ASN","ER","BDC","BWN","SINGLE_LINE","191.872","196.945","5.073","1.62","km","39.1","90.6","HOG_RAIL","Hogged Rail","4.1","3.1","false","N/A","false","None","BDC","Gang Manual Off-Track Pack","45","SANCTIONED","4.1","0.93","R. Kumar SSE/P-Way"
"MBR-SR-2026-01120","2026-09-10T09:29:00.000Z","DTS","Dynamic Track Stabilizer (DGS-62N)","DTS-1323","MAS-SBC","SR","MAS","AJJ","LOOP_LINE","211.759","215.967","4.208","2.52","km","33.8","80.5","ALIGN_LAT","Alignment — Lateral","3.6","2.7","false","N/A","false","None","MAS","Gang Manual Off-Track Pack","75","SANCTIONED","3.6","0.93","V. Gupta AEN"
"MBR-NCR-2026-01121","2026-09-05T19:41:00.000Z","3X","3-Sleeper Tamping (09-3X)","3X-3691","DLI-AGC","NCR","NDLS","NZM","LOOP_LINE","13.349","15.795","2.446","3.71","km","44","83.9","GAUGE_TIGHT","Gauge — Tight","4.6","3.4","false","N/A","false","None","NDLS","Gang Manual Off-Track Pack","45","SANCTIONED","4.6","0.79","K. Joshi SE/P-Way"
"MBR-SR-2026-01122","2026-07-06T14:06:00.000Z","DUOMATIC","Plain Track Tamping (08-32)","DUO-1338","MAS-SBC","SR","BWT","KJM","UP_MAIN","51.315","54.478","3.163","4.24","km","50.2","82.8","RW_VERT","Rail Wear — Vertical","3.4","2.5","false","N/A","false","None","BWT","Gang Manual Off-Track Pack","75","SANCTIONED","3.4","0.9","D. Reddy SSE/P-Way"
"MBR-CR-2026-01123","2026-07-01T12:33:00.000Z","3X","3-Sleeper Tamping (09-3X)","3X-475","CSTM-PUNE","CR","LNV","PUNE","LOOP_LINE","64.092","66.082","1.99","2.83","km","36.2","81.4","SQUAT","Squat Defect","4.8","3.6","false","N/A","false","None","LNV","Gang Manual Off-Track Pack","45","SANCTIONED","4.8","0.91","S. Sharma PWI"
"MBR-ER-2026-01124","2026-09-06T17:06:00.000Z","TRT","Track Relaying Train (P-811 TRT)","TRT-749","HWH-ASN","ER","HWH","BDC","DN_MAIN","79.786","84.583","4.797","413","sleepers","41.9","84","FISH_BOLT","Fishplate/Bolt Defect","6.9","5.2","true","ES-HWH-UP-08","true","Pt 156A/121B, Track Circuit TC-20","HWH","TRD Tower Wagon + S&T Interlocking Check","75","SANCTIONED","6.9","0.68","A. Verma APWI"
"MBR-SR-2026-01125","2026-07-16T19:21:00.000Z","DTS","Dynamic Track Stabilizer (DGS-62N)","DTS-1394","MAS-SBC","SR","JTJ","BWT","LOOP_LINE","323.75","326.796","3.046","2.74","km","55","84.5","GAUGE_WIDE","Gauge — Wide","3.1","2.3","false","N/A","false","None","JTJ","Gang Manual Off-Track Pack","75","DEFERRED","0","0.82","M. Singh PWI"
"MBR-WR-2026-01126","2026-07-19T07:14:00.000Z","DTS","Dynamic Track Stabilizer (DGS-62N)","DTS-7493","BCT-ADI","WR","PLG","VAPI","DN_MAIN","389.047","393.33","4.283","1.54","km","58","90","BALL_INSUFF","Insufficient Ballast Cushion","3.8","2.8","false","N/A","false","None","PLG","Gang Manual Off-Track Pack","75","CURTAILED","2.8","0.91","A. Verma APWI"
"MBR-NR-2026-01127","2026-08-08T20:23:00.000Z","UNIMAT","Points & Crossing Tamping (08-475)","UNI-3248","NDLS-CNB","NR","NDLS","GZB","SINGLE_LINE","225.87","226.207","0.337","2","turnouts","53.3","86.6","SLEEPER_DEF","Sleeper Defect","2.5","1.9","false","N/A","true","Pt 153A/184B, Track Circuit TC-18","NDLS","Gang Manual Off-Track Pack","75","SANCTIONED","2.5","0.86","R. Kumar SSE/P-Way"
"MBR-NR-2026-01128","2026-08-17T08:37:00.000Z","BCM","Ballast Cleaning Machine (RM-80 BCM)","BCM-8248","DLI-AMB","NR","GNU","PNP","DN_MAIN","44.937","47.451","2.514","4.2","km","33","93.2","BALL_FOUL","Ballast Fouling","5.1","3.8","true","ES-GNU-UP-03","false","None","GNU","TRD Tower Wagon + S&T Interlocking Check","20","SANCTIONED","5.1","0.73","K. Joshi SE/P-Way"
"MBR-SCR-2026-01129","2026-08-24T19:39:00.000Z","3X","3-Sleeper Tamping (09-3X)","3X-4735","SC-BZA","SCR","KZJ","WLMD","DN_MAIN","73.832","79.026","5.194","2.67","km","50.1","93.3","BALL_SETTLE","Ballast Settlement","4","3","false","N/A","false","None","KZJ","Gang Manual Off-Track Pack","45","SANCTIONED","4","0.88","A. Verma APWI"
"MBR-NCR-2026-01130","2026-09-25T15:03:00.000Z","DUOMATIC","Plain Track Tamping (08-32)","DUO-9073","DLI-AGC","NCR","PWL","KSV","UP_MAIN","27.204","28.947","1.743","2.89","km","32.1","91.7","GAUGE_WIDE","Gauge — Wide","4.4","3.3","false","N/A","false","None","PWL","Gang Manual Off-Track Pack","75","SANCTIONED","4.4","0.82","K. Joshi SE/P-Way"
"MBR-NR-2026-01131","2026-07-04T10:58:00.000Z","DTS","Dynamic Track Stabilizer (DGS-62N)","DTS-3299","DLI-AMB","NR","KUN","UMB","SINGLE_LINE","32.294","34.661","2.367","4.16","km","48.3","85.5","ALIGN_VERT","Alignment — Vertical (Unevenness)","2.6","2","false","N/A","false","None","KUN","Gang Manual Off-Track Pack","75","CURTAILED","2","0.85","P. Nair JE/P-Way"
"MBR-CR-2026-01132","2026-08-09T10:52:00.000Z","3X","3-Sleeper Tamping (09-3X)","3X-3208","CSTM-PUNE","CR","LNV","PUNE","DN_MAIN","151.519","154.597","3.078","3.03","km","45.3","86.3","HOG_RAIL","Hogged Rail","3.6","2.7","false","N/A","false","None","LNV","Gang Manual Off-Track Pack","45","CURTAILED","2.7","0.84","P. Nair JE/P-Way"
"MBR-ER-2026-01133","2026-09-03T18:57:00.000Z","3X","3-Sleeper Tamping (09-3X)","3X-2330","HWH-ASN","ER","DGR","RNG","DN_MAIN","84.955","88.308","3.353","3.3","km","54.9","87.7","RW_RAD","Rail Wear — Radius Reduction","4.8","3.6","false","N/A","false","None","DGR","Gang Manual Off-Track Pack","45","SANCTIONED","4.8","0.86","P. Nair JE/P-Way"
"MBR-NCR-2026-01134","2026-09-03T17:07:00.000Z","DUOMATIC","Plain Track Tamping (08-32)","DUO-1936","DLI-AGC","NCR","NDLS","NZM","SINGLE_LINE","147.149","151.908","4.759","1.79","km","44.5","93.9","WELD_DEF","Weld Defect","3.8","2.8","false","N/A","false","None","NDLS","Gang Manual Off-Track Pack","75","SANCTIONED","3.8","0.89","R. Kumar SSE/P-Way"
"MBR-CR-2026-01135","2026-07-24T17:59:00.000Z","UNIMAT","Points & Crossing Tamping (08-475)","UNI-2179","CSTM-PUNE","CR","KYN","KAT","DN_MAIN","1.16","1.618","0.458","2","turnouts","41.6","93.6","RW_RAD","Rail Wear — Radius Reduction","2.8","2.1","false","N/A","true","Pt 160A/180B, Track Circuit TC-67","KYN","Gang Manual Off-Track Pack","75","SANCTIONED","2.8","0.92","K. Joshi SE/P-Way"
"MBR-NR-2026-01136","2026-09-15T06:38:00.000Z","3X","3-Sleeper Tamping (09-3X)","3X-6571","DLI-AMB","NR","GNU","PNP","LOOP_LINE","68.575","70.18","1.605","4.48","km","59.5","85.6","TRACK_BUCK","Track Buckling","4.4","3.3","false","N/A","false","None","GNU","Gang Manual Off-Track Pack","45","SANCTIONED","4.4","0.87","D. Reddy SSE/P-Way"
"MBR-SCR-2026-01137","2026-08-13T06:48:00.000Z","DTS","Dynamic Track Stabilizer (DGS-62N)","DTS-6526","SC-BZA","SCR","NLDA","BZA","DN_MAIN","81.24","87.133","5.893","4.4","km","45.8","82.4","TRACK_BUCK","Track Buckling","3.7","2.8","false","N/A","false","None","NLDA","Gang Manual Off-Track Pack","75","SANCTIONED","3.7","0.94","P. Nair JE/P-Way"
"MBR-WR-2026-01138","2026-08-23T07:52:00.000Z","DTS","Dynamic Track Stabilizer (DGS-62N)","DTS-6142","BCT-ADI","WR","ST","BRC","UP_MAIN","454.844","458.752","3.908","3.58","km","43.9","80.9","ALIGN_VERT","Alignment — Vertical (Unevenness)","2.9","2.2","false","N/A","false","None","ST","Gang Manual Off-Track Pack","75","DEFERRED","0","0.91","A. Verma APWI"
"MBR-NR-2026-01139","2026-09-16T10:52:00.000Z","DUOMATIC","Plain Track Tamping (08-32)","DUO-6407","NDLS-CNB","NR","GZB","ALJN","UP_MAIN","214.142","216.638","2.496","3.28","km","40.2","94.2","FISH_BOLT","Fishplate/Bolt Defect","3.7","2.8","false","N/A","false","None","GZB","Gang Manual Off-Track Pack","75","SANCTIONED","3.7","0.83","S. Sharma PWI"
"MBR-WR-2026-01140","2026-08-07T15:02:00.000Z","3X","3-Sleeper Tamping (09-3X)","3X-3976","BCT-ADI","WR","MMCT","BVI","LOOP_LINE","289.212","291.26","2.048","3.12","km","52.8","85.4","WELD_DEF","Weld Defect","3.9","2.9","false","N/A","false","None","MMCT","Gang Manual Off-Track Pack","45","CURTAILED","2.9","0.82","K. Joshi SE/P-Way"
"MBR-SCR-2026-01141","2026-09-28T21:36:00.000Z","TRT","Track Relaying Train (P-811 TRT)","TRT-1192","SC-BZA","SCR","WLMD","NLDA","DN_MAIN","131.174","132.727","1.553","880","sleepers","38.2","81.6","SLEEPER_DEF","Sleeper Defect","5.8","4.3","true","ES-WLMD-UP-06","true","Pt 168A/169B, Track Circuit TC-64","WLMD","TRD Tower Wagon + S&T Interlocking Check","75","DEFERRED","0","0.79","D. Reddy SSE/P-Way"
"MBR-NR-2026-01142","2026-07-04T20:54:00.000Z","3X","3-Sleeper Tamping (09-3X)","3X-9706","DLI-AMB","NR","GNU","PNP","DN_MAIN","5.186","9.662","4.476","3.91","km","56.5","81.7","BALL_SETTLE","Ballast Settlement","4.9","3.7","false","N/A","false","None","GNU","Gang Manual Off-Track Pack","45","SANCTIONED","4.9","0.8","D. Reddy SSE/P-Way"
"MBR-NR-2026-01143","2026-08-05T21:39:00.000Z","RGM","Rail Grinding Machine (72-Stone RGM)","RGM-1505","NDLS-CNB","NR","ETW","CNB","DN_MAIN","220.705","226.444","5.739","3.31","pass-km","33.1","91.1","SLEEPER_DEF","Sleeper Defect","3.9","2.9","true","ES-ETW-UP-02","false","None","ETW","TRD Tower Wagon + S&T Interlocking Check","75","SANCTIONED","3.9","0.82","P. Nair JE/P-Way"
"MBR-NCR-2026-01144","2026-07-07T15:39:00.000Z","BRM","Ballast Regulating Machine (USP-2000)","BRM-4695","DLI-AGC","NCR","MTJ","AGC","LOOP_LINE","16.944","19.212","2.268","3.63","km","59","82.6","BALL_FOUL","Ballast Fouling","3.1","2.3","false","N/A","false","None","MTJ","Gang Manual Off-Track Pack","75","SANCTIONED","3.1","0.79","R. Kumar SSE/P-Way"
"MBR-CR-2026-01145","2026-07-27T21:45:00.000Z","BRM","Ballast Regulating Machine (USP-2000)","BRM-1049","CSTM-PUNE","CR","LNV","PUNE","SINGLE_LINE","179.412","181.009","1.597","2.29","km","45","90.3","TRACK_BUCK","Track Buckling","2.8","2.1","false","N/A","false","None","LNV","Gang Manual Off-Track Pack","75","CURTAILED","2.1","0.88","S. Sharma PWI"
"MBR-NCR-2026-01146","2026-08-25T21:06:00.000Z","DTS","Dynamic Track Stabilizer (DGS-62N)","DTS-8242","DLI-AGC","NCR","NDLS","NZM","LOOP_LINE","47.943","51.138","3.195","3.91","km","41.3","88.4","SLEEPER_DEF","Sleeper Defect","2.7","2","false","N/A","false","None","NDLS","Gang Manual Off-Track Pack","75","SANCTIONED","2.7","0.86","D. Reddy SSE/P-Way"
"MBR-NR-2026-01147","2026-08-22T19:34:00.000Z","DUOMATIC","Plain Track Tamping (08-32)","DUO-9540","NDLS-CNB","NR","GZB","ALJN","UP_MAIN","400.85","404.362","3.512","1.54","km","46.1","93","BALL_FOUL","Ballast Fouling","4.4","3.3","false","N/A","false","None","GZB","Gang Manual Off-Track Pack","75","REJECTED","0","0.82","V. Gupta AEN"
"MBR-SCR-2026-01148","2026-08-18T12:32:00.000Z","DTS","Dynamic Track Stabilizer (DGS-62N)","DTS-6457","SC-BZA","SCR","WLMD","NLDA","DN_MAIN","181.256","186.615","5.359","3.67","km","64","91.5","ALIGN_VERT","Alignment — Vertical (Unevenness)","3.8","2.8","false","N/A","false","None","WLMD","Gang Manual Off-Track Pack","75","SANCTIONED","3.8","0.87","P. Nair JE/P-Way"
"MBR-CR-2026-01149","2026-08-18T16:52:00.000Z","3X","3-Sleeper Tamping (09-3X)","3X-3311","CSTM-PUNE","CR","KAT","LNV","SINGLE_LINE","170.965","175.642","4.677","3.59","km","33.3","85.8","GAUGE_TIGHT","Gauge — Tight","4.7","3.5","false","N/A","false","None","KAT","Gang Manual Off-Track Pack","45","SANCTIONED","4.7","0.88","P. Nair JE/P-Way"
"MBR-CR-2026-01150","2026-08-05T12:08:00.000Z","DUOMATIC","Plain Track Tamping (08-32)","DUO-2081","CSTM-PUNE","CR","KAT","LNV","UP_MAIN","138.551","143.167","4.616","4.03","km","62.4","80.8","RW_LAT","Rail Wear — Lateral","3.6","2.7","false","N/A","false","None","KAT","Gang Manual Off-Track Pack","75","SANCTIONED","3.6","0.86","A. Verma APWI"
"MBR-SCR-2026-01151","2026-08-12T10:42:00.000Z","UNIMAT","Points & Crossing Tamping (08-475)","UNI-6152","SC-BZA","SCR","WLMD","NLDA","UP_MAIN","102.487","102.933","0.446","4","turnouts","38.2","92.4","RW_RAD","Rail Wear — Radius Reduction","4","3","false","N/A","true","Pt 178A/185B, Track Circuit TC-54","WLMD","Gang Manual Off-Track Pack","75","SANCTIONED","4","0.92","K. Joshi SE/P-Way"
"MBR-SR-2026-01152","2026-07-24T19:51:00.000Z","BCM","Ballast Cleaning Machine (RM-80 BCM)","BCM-2422","MAS-SBC","SR","KJM","SBC","DN_MAIN","103.357","109.291","5.934","4","km","43.2","85","RW_RAD","Rail Wear — Radius Reduction","5.3","4","true","ES-KJM-UP-01","false","None","KJM","TRD Tower Wagon + S&T Interlocking Check","20","REJECTED","0","0.77","A. Verma APWI"
"MBR-SR-2026-01153","2026-08-23T07:06:00.000Z","RGM","Rail Grinding Machine (72-Stone RGM)","RGM-1334","MAS-SBC","SR","KPD","JTJ","DN_MAIN","219.961","223.748","3.787","2.62","pass-km","32.5","91.2","SUPER_ELEV","Superelevation Error","4.8","3.6","true","ES-KPD-UP-03","false","None","KPD","TRD Tower Wagon + S&T Interlocking Check","75","REJECTED","0","0.69","R. Kumar SSE/P-Way"
"MBR-NR-2026-01154","2026-08-01T12:41:00.000Z","TRT","Track Relaying Train (P-811 TRT)","TRT-6229","NDLS-CNB","NR","NDLS","GZB","SINGLE_LINE","395.514","397.511","1.997","872","sleepers","41.8","85","GAUGE_TIGHT","Gauge — Tight","6.3","4.7","true","ES-NDLS-UP-02","true","Pt 190A/127B, Track Circuit TC-76","NDLS","TRD Tower Wagon + S&T Interlocking Check","75","SANCTIONED","6.3","0.71","R. Kumar SSE/P-Way"
"MBR-SR-2026-01155","2026-08-17T21:40:00.000Z","DUOMATIC","Plain Track Tamping (08-32)","DUO-8605","MAS-SBC","SR","JTJ","BWT","UP_MAIN","32.731","37.968","5.237","1.97","km","41.8","91.5","RW_RAD","Rail Wear — Radius Reduction","3.3","2.5","false","N/A","false","None","JTJ","Gang Manual Off-Track Pack","75","SANCTIONED","3.3","0.88","D. Reddy SSE/P-Way"
"MBR-NR-2026-01156","2026-07-13T12:11:00.000Z","BCM","Ballast Cleaning Machine (RM-80 BCM)","BCM-5014","DLI-AMB","NR","DLI","SZM","LOOP_LINE","113.771","117.778","4.007","4.12","km","64.2","84.8","RAIL_FRAC","Rail Fracture","5","3.8","true","ES-DLI-UP-02","false","None","DLI","TRD Tower Wagon + S&T Interlocking Check","20","SANCTIONED","5","0.79","R. Kumar SSE/P-Way"
"MBR-ER-2026-01157","2026-07-18T07:08:00.000Z","RGM","Rail Grinding Machine (72-Stone RGM)","RGM-8043","HWH-ASN","ER","DGR","RNG","UP_MAIN","80.109","85.14","5.031","2.49","pass-km","56.3","94.9","GAUGE_WIDE","Gauge — Wide","3.6","2.7","true","ES-DGR-UP-08","false","None","DGR","TRD Tower Wagon + S&T Interlocking Check","75","SANCTIONED","3.6","0.77","K. Joshi SE/P-Way"
"MBR-CR-2026-01158","2026-08-17T09:27:00.000Z","DUOMATIC","Plain Track Tamping (08-32)","DUO-1673","CSTM-PUNE","CR","KJT","LNL","LOOP_LINE","12.308","15.082","2.774","3.21","km","44.2","84.3","BALL_FOUL","Ballast Fouling","3.4","2.5","false","N/A","false","None","KJT","Gang Manual Off-Track Pack","75","SANCTIONED","3.4","0.9","M. Singh PWI"
"MBR-SR-2026-01159","2026-09-18T16:25:00.000Z","BCM","Ballast Cleaning Machine (RM-80 BCM)","BCM-132","MAS-SBC","SR","MAS","AJJ","LOOP_LINE","141.246","145.642","4.396","1.77","km","49.5","83.7","RW_LAT","Rail Wear — Lateral","4.5","3.4","true","ES-MAS-UP-09","false","None","MAS","TRD Tower Wagon + S&T Interlocking Check","20","SANCTIONED","4.5","0.66","S. Sharma PWI"
"MBR-NR-2026-01160","2026-08-19T14:15:00.000Z","RGM","Rail Grinding Machine (72-Stone RGM)","RGM-275","NDLS-CNB","NR","ETW","CNB","LOOP_LINE","150.979","152.869","1.89","3.27","pass-km","34.6","92","FORM_FAIL","Formation Failure","4.7","3.5","true","ES-ETW-UP-08","false","None","ETW","TRD Tower Wagon + S&T Interlocking Check","75","CURTAILED","3.5","0.76","P. Nair JE/P-Way"
"MBR-NCR-2026-01161","2026-08-19T14:01:00.000Z","UNIMAT","Points & Crossing Tamping (08-475)","UNI-4965","DLI-AGC","NCR","FDB","PWL","DN_MAIN","15.984","16.676","0.692","6","turnouts","56.1","93.6","FORM_FAIL","Formation Failure","2.9","2.2","false","N/A","true","Pt 106A/118B, Track Circuit TC-34","FDB","Gang Manual Off-Track Pack","75","SANCTIONED","2.9","0.86","S. Sharma PWI"
