"project_id","project_title","category","station_code","division","zone_code","zone_name","sanction_reference","sanction_year","estimated_cost_crores","physical_progress_pct","financial_progress_pct","ni_block_hours","pre_ni_shadow_blocks","twr_approved","crs_sanction_ref","sr_dso_clearance","target_commissioning_date","ni_status","bdms_ni_demand_id","transfer_status","trains_cancelled","trains_diverted","trains_short_terminated","mega_block_start_date","mega_block_end_date","project_manager","contractor","works_programme_ref","latitude","longitude"
"PB-NER-02699","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Moradabad Jn","Lucknow","NER","North Eastern Railway","Pink Book Item 2024-25","2024-25",25.44,9,19,72,13,FALSE,"CRS/NER/841/2026",FALSE,"2028-06-16","Pre-NI Staging","BDMS-NI-2026-NER-02699","Transferred to BDMS",0,0,0,,,"Pravin Patil (DSTE/Lucknow)","IRCON","WP/NER/2024-25/73",29.58,94.51
"PB-SCR-02700","Installation of Centralized Traffic Control (CTC) System","CTC / SCADA","Bhopal Jn","Guntakal","SCR","South Central Railway","Pink Book Item 2023-24","2023-24",64.54,58,51,36,13,TRUE,"CRS/SCR/175/2026",TRUE,"2028-06-03","NI In Progress",,"Pending Transfer",7,18,14,"2026-08-28","2026-09-11","Manoj Verma (DSTE/Guntakal)","IRCON","WP/SCR/2023-24/147",23.89,76.31
"PB-WR-02701","Provision of Automatic Block Signalling (ABS) on Double Line Section","ABS Commissioning","Salem Jn","Ratlam","WR","Western Railway","Pink Book Item 2024-25","2024-25",36,54,59,48,16,TRUE,"CRS/WR/336/2026",TRUE,"2027-05-31","Sanctioned (Awaiting NI)","BDMS-NI-2026-WR-02701","Transferred to BDMS",0,0,0,,,"Tapan Roy (DSTE/Ratlam)","Thales India","WP/WR/2024-25/143",26.68,90.38
"PB-SER-02702","Replacement of Mechanical/Electrical Signalling with Panel Interlocking","Panel IL Commissioning","Gorakhpur Jn","Chakradharpur","SER","South Eastern Railway","Pink Book Item 2023-24","2023-24",24.01,53,41,60,19,TRUE,"CRS/SER/712/2026",TRUE,"2026-12-07","Pre-NI Staging",,"Pending Transfer",0,0,0,,,"Brij Kishore (DSTE/Chakradharpur)","L&T","WP/SER/2023-24/43",22.39,76.39
"PB-CR-02703","Replacement of Mechanical/Electrical Signalling with Panel Interlocking","Panel IL Commissioning","Secunderabad Jn","Mumbai","CR","Central Railway","Pink Book Item 2025-26","2025-26",32.66,86,78,60,7,TRUE,"CRS/CR/884/2026",TRUE,"2027-03-25","Pre-NI Staging","BDMS-NI-2026-CR-02703","Transferred to BDMS",0,0,0,,,"Rajesh Kumar (DSTE/Mumbai)","Medha Servo","WP/CR/2025-26/1",13.57,72.02
"PB-NWR-02704","Installation of KAVACH (Indigenous ATP) System on Mainline Section","Safety / Kavach","Kota Jn","Jodhpur","NWR","North Western Railway","Pink Book Item 2024-25","2024-25",101.18,16,17,36,5,FALSE,"CRS/NWR/613/2026",FALSE,"2026-11-29","Pre-NI Staging","BDMS-NI-2026-NWR-02704","Transferred to BDMS",0,0,0,,,"Deepak Chauhan (DSTE/Jodhpur)","IRCON","WP/NWR/2024-25/159",8.82,91.16
"PB-SECR-02705","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Gorakhpur Jn","Nagpur","SECR","South East Central Railway","Pink Book Item 2022-23","2022-23",29.43,95,81,72,29,TRUE,"CRS/SECR/167/2026",TRUE,"2027-04-01","Pre-NI Staging","BDMS-NI-2026-SECR-02705","Transferred to BDMS",0,0,0,,,"Ishwar Dayal (DSTE/Nagpur)","RITES","WP/SECR/2022-23/7",17.79,87.39
"PB-NWR-02706","Provision of Automatic Block Signalling (ABS) on Double Line Section","ABS Commissioning","Agra Cantt","Jodhpur","NWR","North Western Railway","Pink Book Item 2022-23","2022-23",26.44,73,68,48,26,TRUE,"CRS/NWR/198/2026",TRUE,"2027-04-06","Pre-NI Staging","BDMS-NI-2026-NWR-02706","Transferred to BDMS",0,0,0,,,"Govind Ram (DSTE/Jodhpur)","L&T","WP/NWR/2022-23/190",25.52,71.15
"PB-WR-02707","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Nanded","Vadodara","WR","Western Railway","Pink Book Item 2025-26","2025-26",39.25,44,39,72,21,FALSE,"CRS/WR/436/2026",TRUE,"2028-09-28","Pre-NI Staging",,"Pending Transfer",0,0,0,,,"Harish Menon (DSTE/Vadodara)","Siemens Rail","WP/WR/2025-26/101",11.39,74.22
"PB-WCR-02708","Replacement of Route Relay Interlocking (RRI) with Electronic Interlocking (EI)","EI Commissioning","Bhopal Jn","Bhopal","WCR","West Central Railway","Pink Book Item 2024-25","2024-25",63.32,38,45,48,24,FALSE,"CRS/WCR/884/2026",FALSE,"2027-07-26","Pre-NI Staging","BDMS-NI-2026-WCR-02708","Transferred to BDMS",0,0,0,,,"Rajesh Kumar (DSTE/Bhopal)","RITES","WP/WCR/2024-25/172",23.1,85.8
"PB-ECoR-02709","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Salem Jn","Sambalpur","ECoR","East Coast Railway","Pink Book Item 2022-23","2022-23",37.24,65,60,72,25,TRUE,"CRS/ECoR/781/2026",TRUE,"2028-05-13","Commissioned","BDMS-NI-2026-ECoR-02709","Transferred to BDMS",0,0,0,,,"Ashok Rao (DSTE/Sambalpur)","L&T","WP/ECoR/2022-23/175",19.97,87.6
"PB-NR-02710","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Dhanbad Jn","Delhi","NR","Northern Railway","Pink Book Item 2024-25","2024-25",39.51,72,64,72,19,TRUE,"CRS/NR/885/2026",TRUE,"2026-11-13","Delayed / Revised",,"Pending Transfer",0,0,0,,,"Govind Ram (DSTE/Delhi)","Alstom India","WP/NR/2024-25/121",31.95,90.28
"PB-SCR-02711","Installation of Centralized Traffic Control (CTC) System","CTC / SCADA","Jodhpur Jn","Secunderabad","SCR","South Central Railway","Pink Book Item 2024-25","2024-25",61.16,71,76,36,7,TRUE,"CRS/SCR/181/2026",TRUE,"2027-11-15","Commissioned","BDMS-NI-2026-SCR-02711","Transferred to BDMS",0,0,0,,,"Ramesh Tiwari (DSTE/Secunderabad)","Siemens Rail","WP/SCR/2024-25/81",27.44,82.36
"PB-SCR-02712","Installation of KAVACH (Indigenous ATP) System on Mainline Section","Safety / Kavach","Jodhpur Jn","Hyderabad","SCR","South Central Railway","Pink Book Item 2023-24","2023-24",46.07,42,52,36,23,FALSE,"CRS/SCR/883/2026",TRUE,"2028-11-30","Sanctioned (Awaiting NI)","BDMS-NI-2026-SCR-02712","Transferred to BDMS",0,0,0,,,"Kamlesh Joshi (DSTE/Hyderabad)","Alstom India","WP/SCR/2023-24/10",32.5,89.68
"PB-NCR-02713","Replacement of Route Relay Interlocking (RRI) with Electronic Interlocking (EI)","EI Commissioning","Nanded","Prayagraj","NCR","North Central Railway","Pink Book Item 2022-23","2022-23",49.54,1,6,48,18,FALSE,"CRS/NCR/995/2026",FALSE,"2027-01-08","Sanctioned (Awaiting NI)",,"Pending Transfer",0,0,0,,,"Naveen Kulkarni (DSTE/Prayagraj)","L&T","WP/NCR/2022-23/124",10.46,86.1
"PB-SWR-02714","Installation of KAVACH (Indigenous ATP) System on Mainline Section","Safety / Kavach","New Delhi","Mysuru","SWR","South Western Railway","Pink Book Item 2025-26","2025-26",43.03,100,100,36,19,TRUE,"CRS/SWR/535/2026",TRUE,"2027-03-08","NI In Progress","BDMS-NI-2026-SWR-02714","Transferred to BDMS",34,21,6,"2026-08-07","2026-09-06","Raghav Pandey (DSTE/Mysuru)","IRCON","WP/SWR/2025-26/106",31.32,72.64
"PB-SWR-02715","Complete Track Circuit Renewal with MSDAC High-Frequency Axle Counters","Track Detection","Chennai Central","Hubballi","SWR","South Western Railway","LAW Sanction Item 2022-23","2022-23",15.95,69,76,24,11,TRUE,"CRS/SWR/735/2026",TRUE,"2027-12-20","NI In Progress","BDMS-NI-2026-SWR-02715","Transferred to BDMS",37,24,0,"2026-08-13","2026-09-08","Lalit Mohan (DSTE/Hubballi)","Medha Servo","WP/SWR/2022-23/79",20.07,95.99
"PB-WCR-02716","Provision of Automatic Block Signalling (ABS) on Double Line Section","ABS Commissioning","Asansol Jn","Jabalpur","WCR","West Central Railway","Pink Book Item 2025-26","2025-26",37.72,3,2,48,17,FALSE,"CRS/WCR/554/2026",FALSE,"2028-01-23","Commissioned","BDMS-NI-2026-WCR-02716","Transferred to BDMS",0,0,0,,,"Ravi Shankar (DSTE/Jabalpur)","IRCON","WP/WCR/2025-26/15",27.44,90.01
"PB-SCR-02717","Replacement of Route Relay Interlocking (RRI) with Electronic Interlocking (EI)","EI Commissioning","Moradabad Jn","Nanded","SCR","South Central Railway","Pink Book Item 2025-26","2025-26",25.78,2,0,48,24,FALSE,"CRS/SCR/127/2026",FALSE,"2028-04-26","Commissioned",,"Pending Transfer",0,0,0,,,"Yogesh Soni (DSTE/Nanded)","RVNL","WP/SCR/2025-26/85",19.94,74.75
"PB-WR-02718","Complete Track Circuit Renewal with MSDAC High-Frequency Axle Counters","Track Detection","Bengaluru City","Mumbai Central","WR","Western Railway","LAW Sanction Item 2022-23","2022-23",13.34,99,100,24,19,TRUE,"CRS/WR/418/2026",TRUE,"2028-10-06","NI In Progress","BDMS-NI-2026-WR-02718","Transferred to BDMS",28,20,11,"2026-08-23","2026-09-11","Jagdish Lal (DSTE/Mumbai Central)","RVNL","WP/WR/2022-23/12",21.46,77.93
"PB-NWR-02719","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Agra Cantt","Ajmer","NWR","North Western Railway","Pink Book Item 2023-24","2023-24",15.19,86,86,72,5,TRUE,"CRS/NWR/662/2026",TRUE,"2027-06-24","Commissioned","BDMS-NI-2026-NWR-02719","Transferred to BDMS",0,0,0,,,"Sudhir Saxena (DSTE/Ajmer)","Siemens Rail","WP/NWR/2023-24/132",27.42,85.89
"PB-NER-02720","Installation of Centralized Traffic Control (CTC) System","CTC / SCADA","Kazipet Jn","Izzatnagar","NER","North Eastern Railway","Pink Book Item 2023-24","2023-24",47.63,96,97,36,26,TRUE,"CRS/NER/722/2026",TRUE,"2028-06-30","Pre-NI Staging","BDMS-NI-2026-NER-02720","Transferred to BDMS",0,0,0,,,"Kamlesh Joshi (DSTE/Izzatnagar)","Thales India","WP/NER/2023-24/62",14.22,90.35
"PB-ECoR-02721","Installation of KAVACH (Indigenous ATP) System on Mainline Section","Safety / Kavach","Ramagundam","Sambalpur","ECoR","East Coast Railway","Pink Book Item 2022-23","2022-23",115.47,39,26,36,14,FALSE,"CRS/ECoR/288/2026",FALSE,"2026-12-01","Sanctioned (Awaiting NI)","BDMS-NI-2026-ECoR-02721","Transferred to BDMS",0,0,0,,,"Chandan Singh (DSTE/Sambalpur)","RVNL","WP/ECoR/2022-23/174",25.92,78.66
"PB-NCR-02722","Replacement of Mechanical/Electrical Signalling with Panel Interlocking","Panel IL Commissioning","Jammu Tawi","Prayagraj","NCR","North Central Railway","Pink Book Item 2022-23","2022-23",32.34,35,34,60,18,FALSE,"CRS/NCR/400/2026",FALSE,"2027-07-09","Sanctioned (Awaiting NI)","BDMS-NI-2026-NCR-02722","Transferred to BDMS",0,0,0,,,"Kamlesh Joshi (DSTE/Prayagraj)","Siemens Rail","WP/NCR/2022-23/25",26.99,80.01
"PB-SWR-02723","Replacement of Route Relay Interlocking (RRI) with Electronic Interlocking (EI)","EI Commissioning","Guwahati","Mysuru","SWR","South Western Railway","Pink Book Item 2025-26","2025-26",64.36,56,50,48,27,TRUE,"CRS/SWR/737/2026",TRUE,"2028-10-22","Pre-NI Staging",,"Pending Transfer",0,0,0,,,"Vinod Reddy (DSTE/Mysuru)","Thales India","WP/SWR/2025-26/199",20.1,72.31
"PB-WR-02724","Optical Fibre Cable (OFC) Network Expansion for Data Communication","OFC Telecom","Itarsi Jn","Ahmedabad","WR","Western Railway","LAW Sanction Item 2023-24","2023-24",14.86,1,11,12,30,FALSE,"CRS/WR/811/2026",FALSE,"2026-11-19","Pre-NI Staging","BDMS-NI-2026-WR-02724","Transferred to BDMS",0,0,0,,,"Ishwar Dayal (DSTE/Ahmedabad)","Thales India","WP/WR/2023-24/137",20.5,86.15
"PB-WCR-02725","Installation of Centralized Traffic Control (CTC) System","CTC / SCADA","Gorakhpur Jn","Jabalpur","WCR","West Central Railway","Pink Book Item 2023-24","2023-24",71.19,26,25,36,18,FALSE,"CRS/WCR/712/2026",FALSE,"2026-09-12","NI In Progress",,"Pending Transfer",28,24,9,"2026-08-20","2026-09-08","Ramesh Tiwari (DSTE/Jabalpur)","Medha Servo","WP/WCR/2023-24/45",20.35,83.67
"PB-ECoR-02726","Optical Fibre Cable (OFC) Network Expansion for Data Communication","OFC Telecom","Bhubaneswar","Khurda Road","ECoR","East Coast Railway","LAW Sanction Item 2024-25","2024-25",16.93,29,24,12,27,FALSE,"CRS/ECoR/809/2026",FALSE,"2028-12-12","NI In Progress","BDMS-NI-2026-ECoR-02726","Transferred to BDMS",48,20,3,"2026-08-14","2026-09-11","Dharmendra Pal (DSTE/Khurda Road)","L&T","WP/ECoR/2024-25/86",13.97,91.24
"PB-NR-02727","Installation of Centralized Traffic Control (CTC) System","CTC / SCADA","Ahmedabad Jn","Ambala","NR","Northern Railway","Pink Book Item 2022-23","2022-23",57.59,61,49,36,8,TRUE,"CRS/NR/883/2026",TRUE,"2028-04-29","Commissioned","BDMS-NI-2026-NR-02727","Transferred to BDMS",0,0,0,,,"Sudhir Saxena (DSTE/Ambala)","Alstom India","WP/NR/2022-23/5",21.47,74.61
"PB-NWR-02728","Replacement of Route Relay Interlocking (RRI) with Electronic Interlocking (EI)","EI Commissioning","Moradabad Jn","Ajmer","NWR","North Western Railway","Pink Book Item 2024-25","2024-25",56.41,94,98,48,27,TRUE,"CRS/NWR/389/2026",TRUE,"2027-09-02","Commissioned","BDMS-NI-2026-NWR-02728","Transferred to BDMS",0,0,0,,,"Raghav Pandey (DSTE/Ajmer)","HBL","WP/NWR/2024-25/149",13.36,90.42
"PB-ER-02729","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Indore Jn","Sealdah","ER","Eastern Railway","Pink Book Item 2022-23","2022-23",30.16,58,55,72,30,TRUE,"CRS/ER/353/2026",TRUE,"2027-03-11","Delayed / Revised","BDMS-NI-2026-ER-02729","Transferred to BDMS",0,0,0,,,"Suresh Yadav (DSTE/Sealdah)","Medha Servo","WP/ER/2022-23/197",22.63,96.22
"PB-ECR-02730","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Balharshah Jn","Mughalsarai","ECR","East Central Railway","Pink Book Item 2023-24","2023-24",38.23,92,90,72,5,TRUE,"CRS/ECR/158/2026",TRUE,"2027-03-10","Sanctioned (Awaiting NI)","BDMS-NI-2026-ECR-02730","Transferred to BDMS",0,0,0,,,"Ramesh Tiwari (DSTE/Mughalsarai)","IRCON","WP/ECR/2023-24/86",29.94,77.66
"PB-SECR-02731","Provision of Automatic Block Signalling (ABS) on Double Line Section","ABS Commissioning","Gorakhpur Jn","Bilaspur","SECR","South East Central Railway","Pink Book Item 2025-26","2025-26",26.79,22,25,48,8,FALSE,"CRS/SECR/809/2026",FALSE,"2027-08-17","Pre-NI Staging",,"Pending Transfer",0,0,0,,,"Amit Sharma (DSTE/Bilaspur)","Thales India","WP/SECR/2025-26/59",12.91,94.31
"PB-WR-02732","Installation of KAVACH (Indigenous ATP) System on Mainline Section","Safety / Kavach","Asansol Jn","Ahmedabad","WR","Western Railway","Pink Book Item 2022-23","2022-23",112.32,4,0,36,11,FALSE,"CRS/WR/781/2026",FALSE,"2027-02-11","Commissioned","BDMS-NI-2026-WR-02732","Transferred to BDMS",0,0,0,,,"Vikas Rawat (DSTE/Ahmedabad)","L&T","WP/WR/2022-23/111",24.18,78.17
"PB-SECR-02733","Provision of Automatic Block Signalling (ABS) on Double Line Section","ABS Commissioning","Allahabad Jn","Bilaspur","SECR","South East Central Railway","Pink Book Item 2024-25","2024-25",46.47,95,100,48,22,TRUE,"CRS/SECR/611/2026",TRUE,"2027-03-30","NI In Progress",,"Pending Transfer",40,8,15,"2026-08-27","2026-09-06","Anil Gupta (DSTE/Bilaspur)","RVNL","WP/SECR/2024-25/118",23.77,75.27
"PB-ECR-02734","Provision of Automatic Block Signalling (ABS) on Double Line Section","ABS Commissioning","Secunderabad Jn","Danapur","ECR","East Central Railway","Pink Book Item 2024-25","2024-25",25.69,26,11,48,15,FALSE,"CRS/ECR/397/2026",FALSE,"2027-10-26","Commissioned",,"Pending Transfer",0,0,0,,,"Dinesh Prasad (DSTE/Danapur)","RVNL","WP/ECR/2024-25/56",15.1,95.26
"PB-SECR-02735","Installation of Centralized Traffic Control (CTC) System","CTC / SCADA","Dhanbad Jn","Nagpur","SECR","South East Central Railway","Pink Book Item 2025-26","2025-26",47.12,77,68,36,25,TRUE,"CRS/SECR/750/2026",TRUE,"2027-12-23","Commissioned",,"Pending Transfer",0,0,0,,,"Anil Gupta (DSTE/Nagpur)","Medha Servo","WP/SECR/2025-26/175",11.51,96.31
"PB-SR-02736","Replacement of Mechanical/Electrical Signalling with Panel Interlocking","Panel IL Commissioning","Visakhapatnam","Tiruchchirapalli","SR","Southern Railway","Pink Book Item 2024-25","2024-25",30.11,40,30,60,10,FALSE,"CRS/SR/207/2026",FALSE,"2026-12-26","Commissioned",,"Pending Transfer",0,0,0,,,"Rajesh Kumar (DSTE/Tiruchchirapalli)","RVNL","WP/SR/2024-25/98",29.14,84.36
"PB-WCR-02737","Complete Track Circuit Renewal with MSDAC High-Frequency Axle Counters","Track Detection","Kazipet Jn","Bhopal","WCR","West Central Railway","LAW Sanction Item 2024-25","2024-25",17.76,6,14,24,25,FALSE,"CRS/WCR/336/2026",FALSE,"2028-03-12","Commissioned","BDMS-NI-2026-WCR-02737","Transferred to BDMS",0,0,0,,,"Pankaj Dubey (DSTE/Bhopal)","RVNL","WP/WCR/2024-25/161",21.88,84.32
"PB-ER-02738","Installation of Centralized Traffic Control (CTC) System","CTC / SCADA","Hubli Jn","Howrah","ER","Eastern Railway","Pink Book Item 2023-24","2023-24",36.41,83,92,36,15,TRUE,"CRS/ER/983/2026",TRUE,"2028-02-29","Delayed / Revised","BDMS-NI-2026-ER-02738","Transferred to BDMS",0,0,0,,,"Nitin Agarwal (DSTE/Howrah)","Alstom India","WP/ER/2023-24/12",16.06,72.94
"PB-NFR-02739","Complete Track Circuit Renewal with MSDAC High-Frequency Axle Counters","Track Detection","Malda Town","Katihar","NFR","Northeast Frontier Railway","LAW Sanction Item 2024-25","2024-25",24.29,13,19,24,15,FALSE,"CRS/NFR/868/2026",FALSE,"2027-07-10","Delayed / Revised","BDMS-NI-2026-NFR-02739","Transferred to BDMS",0,0,0,,,"Deepak Chauhan (DSTE/Katihar)","Medha Servo","WP/NFR/2024-25/84",18.95,90.59
"PB-SWR-02740","Complete Track Circuit Renewal with MSDAC High-Frequency Axle Counters","Track Detection","Ratlam Jn","Mysuru","SWR","South Western Railway","LAW Sanction Item 2023-24","2023-24",26.83,24,34,24,9,FALSE,"CRS/SWR/500/2026",FALSE,"2028-11-14","Commissioned",,"Pending Transfer",0,0,0,,,"Pankaj Dubey (DSTE/Mysuru)","L&T","WP/SWR/2023-24/119",21.97,88.04
"PB-SECR-02741","Complete Track Circuit Renewal with MSDAC High-Frequency Axle Counters","Track Detection","Guwahati","Bilaspur","SECR","South East Central Railway","LAW Sanction Item 2022-23","2022-23",25.93,98,100,24,24,TRUE,"CRS/SECR/666/2026",TRUE,"2027-09-18","NI In Progress",,"Pending Transfer",19,8,14,"2026-08-11","2026-09-06","Om Prakash (DSTE/Bilaspur)","HBL","WP/SECR/2022-23/100",32.25,83.2
"PB-NWR-02742","Replacement of Mechanical/Electrical Signalling with Panel Interlocking","Panel IL Commissioning","Bhubaneswar","Ajmer","NWR","North Western Railway","Pink Book Item 2024-25","2024-25",25.23,0,8,60,21,FALSE,"CRS/NWR/559/2026",FALSE,"2027-03-25","Pre-NI Staging","BDMS-NI-2026-NWR-02742","Transferred to BDMS",0,0,0,,,"Brij Kishore (DSTE/Ajmer)","RITES","WP/NWR/2024-25/122",21.01,72.13
"PB-ECoR-02743","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Coimbatore Jn","Khurda Road","ECoR","East Coast Railway","Pink Book Item 2025-26","2025-26",38.77,42,50,72,10,FALSE,"CRS/ECoR/765/2026",TRUE,"2028-07-11","Sanctioned (Awaiting NI)","BDMS-NI-2026-ECoR-02743","Transferred to BDMS",0,0,0,,,"Ashok Rao (DSTE/Khurda Road)","RITES","WP/ECoR/2025-26/95",32.66,84.31
"PB-SCR-02744","Optical Fibre Cable (OFC) Network Expansion for Data Communication","OFC Telecom","Jabalpur Jn","Guntakal","SCR","South Central Railway","LAW Sanction Item 2024-25","2024-25",19.04,20,25,12,17,FALSE,"CRS/SCR/217/2026",FALSE,"2026-11-05","Commissioned",,"Pending Transfer",0,0,0,,,"Sanjay Mishra (DSTE/Guntakal)","RITES","WP/SCR/2024-25/122",29.44,75.27
"PB-NCR-02745","Replacement of Mechanical/Electrical Signalling with Panel Interlocking","Panel IL Commissioning","Bhusaval Jn","Jhansi","NCR","North Central Railway","Pink Book Item 2023-24","2023-24",22.87,76,74,60,20,TRUE,"CRS/NCR/597/2026",TRUE,"2027-07-06","Pre-NI Staging","BDMS-NI-2026-NCR-02745","Transferred to BDMS",0,0,0,,,"Manoj Verma (DSTE/Jhansi)","RVNL","WP/NCR/2023-24/114",23.92,76.73
"PB-CR-02746","Replacement of Route Relay Interlocking (RRI) with Electronic Interlocking (EI)","EI Commissioning","Jodhpur Jn","Bhusaval","CR","Central Railway","Pink Book Item 2023-24","2023-24",51.25,54,55,48,22,TRUE,"CRS/CR/847/2026",TRUE,"2028-12-01","Sanctioned (Awaiting NI)",,"Pending Transfer",0,0,0,,,"Yogesh Soni (DSTE/Bhusaval)","RITES","WP/CR/2023-24/21",30.81,71.73
"PB-KRCL-02747","Installation of Centralized Traffic Control (CTC) System","CTC / SCADA","Bengaluru City","Karwar","KRCL","Konkan Railway","Pink Book Item 2025-26","2025-26",45.75,93,97,36,16,TRUE,"CRS/KRCL/762/2026",TRUE,"2028-11-16","Commissioned","BDMS-NI-2026-KRCL-02747","Transferred to BDMS",0,0,0,,,"Dinesh Prasad (DSTE/Karwar)","HBL","WP/KRCL/2025-26/119",8.66,90.65
"PB-WR-02748","Provision of Automatic Block Signalling (ABS) on Double Line Section","ABS Commissioning","Mysuru Jn","Vadodara","WR","Western Railway","Pink Book Item 2023-24","2023-24",21.04,52,43,48,9,TRUE,"CRS/WR/132/2026",TRUE,"2027-08-23","NI In Progress",,"Pending Transfer",35,14,15,"2026-08-29","2026-09-08","Bharat Bhushan (DSTE/Vadodara)","RITES","WP/WR/2023-24/133",10.68,71.02
"PB-WR-02749","Provision of Automatic Block Signalling (ABS) on Double Line Section","ABS Commissioning","Asansol Jn","Ratlam","WR","Western Railway","Pink Book Item 2024-25","2024-25",34.94,94,94,48,28,TRUE,"CRS/WR/554/2026",TRUE,"2026-09-27","Delayed / Revised",,"Pending Transfer",0,0,0,,,"Krishna Murthy (DSTE/Ratlam)","Medha Servo","WP/WR/2024-25/138",25.71,69.24
"PB-NER-02750","Replacement of Route Relay Interlocking (RRI) with Electronic Interlocking (EI)","EI Commissioning","Kanpur Central","Izzatnagar","NER","North Eastern Railway","Pink Book Item 2024-25","2024-25",45.37,92,90,48,10,TRUE,"CRS/NER/752/2026",TRUE,"2028-04-20","Sanctioned (Awaiting NI)","BDMS-NI-2026-NER-02750","Transferred to BDMS",0,0,0,,,"Manoj Verma (DSTE/Izzatnagar)","Siemens Rail","WP/NER/2024-25/93",32.04,79.94
"PB-SR-02751","Installation of Centralized Traffic Control (CTC) System","CTC / SCADA","Manmad Jn","Salem","SR","Southern Railway","Pink Book Item 2022-23","2022-23",79.84,18,28,36,12,FALSE,"CRS/SR/705/2026",FALSE,"2027-11-27","Delayed / Revised","BDMS-NI-2026-SR-02751","Transferred to BDMS",0,0,0,,,"Suresh Yadav (DSTE/Salem)","L&T","WP/SR/2022-23/184",9.06,75.02
"PB-SWR-02752","Optical Fibre Cable (OFC) Network Expansion for Data Communication","OFC Telecom","Salem Jn","Hubballi","SWR","South Western Railway","LAW Sanction Item 2023-24","2023-24",15.5,35,43,12,29,FALSE,"CRS/SWR/168/2026",FALSE,"2027-02-13","Commissioned",,"Pending Transfer",0,0,0,,,"Kamlesh Joshi (DSTE/Hubballi)","HBL","WP/SWR/2023-24/7",23.94,80.06
"PB-NWR-02753","Installation of KAVACH (Indigenous ATP) System on Mainline Section","Safety / Kavach","Bilaspur Jn","Bikaner","NWR","North Western Railway","Pink Book Item 2022-23","2022-23",67.13,14,6,36,9,FALSE,"CRS/NWR/616/2026",FALSE,"2026-12-01","NI In Progress","BDMS-NI-2026-NWR-02753","Transferred to BDMS",33,19,9,"2026-08-25","2026-09-11","Kishore Nath (DSTE/Bikaner)","IRCON","WP/NWR/2022-23/52",18.22,73.12
"PB-SWR-02754","Replacement of Route Relay Interlocking (RRI) with Electronic Interlocking (EI)","EI Commissioning","Varanasi Jn","Mysuru","SWR","South Western Railway","Pink Book Item 2022-23","2022-23",43.29,87,75,48,18,TRUE,"CRS/SWR/350/2026",TRUE,"2027-03-15","Pre-NI Staging","BDMS-NI-2026-SWR-02754","Transferred to BDMS",0,0,0,,,"Umesh Tripathi (DSTE/Mysuru)","L&T","WP/SWR/2022-23/85",30.6,79.35
"PB-SECR-02755","Provision of Automatic Block Signalling (ABS) on Double Line Section","ABS Commissioning","Ambala Cantt","Nagpur","SECR","South East Central Railway","Pink Book Item 2023-24","2023-24",49.15,35,40,48,19,FALSE,"CRS/SECR/552/2026",FALSE,"2026-09-25","Delayed / Revised","BDMS-NI-2026-SECR-02755","Transferred to BDMS",0,0,0,,,"Sunil Das (DSTE/Nagpur)","Alstom India","WP/SECR/2023-24/178",18.37,68.96
"PB-CR-02756","Installation of Centralized Traffic Control (CTC) System","CTC / SCADA","Ambala Cantt","Mumbai","CR","Central Railway","Pink Book Item 2023-24","2023-24",40.5,37,41,36,25,FALSE,"CRS/CR/999/2026",FALSE,"2027-12-17","Delayed / Revised","BDMS-NI-2026-CR-02756","Transferred to BDMS",0,0,0,,,"Ramesh Tiwari (DSTE/Mumbai)","IRCON","WP/CR/2023-24/1",32.22,87.18
"PB-SWR-02757","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Guntakal Jn","Hubballi","SWR","South Western Railway","Pink Book Item 2023-24","2023-24",15.1,22,23,72,26,FALSE,"CRS/SWR/829/2026",FALSE,"2028-02-09","Commissioned","BDMS-NI-2026-SWR-02757","Transferred to BDMS",0,0,0,,,"Vikas Rawat (DSTE/Hubballi)","Siemens Rail","WP/SWR/2023-24/64",19.13,94.39
"PB-SWR-02758","Replacement of Route Relay Interlocking (RRI) with Electronic Interlocking (EI)","EI Commissioning","Visakhapatnam","Hubballi","SWR","South Western Railway","Pink Book Item 2024-25","2024-25",61.78,20,20,48,17,FALSE,"CRS/SWR/664/2026",FALSE,"2027-07-10","NI In Progress",,"Pending Transfer",42,26,3,"2026-08-31","2026-09-11","Shankar Dey (DSTE/Hubballi)","Thales India","WP/SWR/2024-25/175",31.58,80.4
