"demand_id","notice_number","reconnect_notice_number","date","station_code","division","zone_code","zone_name","line_affected","gear_type","gear_type_name","gear_number","asset_id","work_description","block_type","shadow_pway_combine","requested_minutes","sanctioned_minutes","actual_utilized_minutes","burst_minutes","utilization_percentage","status","points_clamped","signals_held_at_danger","obstruction_test_passed","friction_clutch_torque_normal","track_circuit_relay_verified","joint_trial_run_conducted","sign_off_officer","station_master","safety_precautions_confirmed","digital_signature_valid","latitude","longitude"
"BDMS-DISC-2026-01785","e-T351/MoradabadJn/2026/1785","e-T351-REC/MoradabadJn/2026/1785","2026-05-28","Moradabad Jn","Khurda Road","ECoR","East Coast Railway","Moradabad Jn DN Main Line (Track 3)","TC","Track Circuits","GR-71725","TC-000724","Power Supply IPS Module Replacement & Load Test","S&T Disconnection Notice",FALSE,90,90,75,0,83.3,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"Krishna Murthy (SSE/Sig/Moradabad Jn)","K. P. Saxena (SM/Moradabad Jn)",TRUE,TRUE,26.35,76.38
"BDMS-DISC-2026-01786","e-T351/ItarsiJn/2026/1786","e-T351-REC/ItarsiJn/2026/1786","2025-10-15","Itarsi Jn","Izzatnagar","NER","North Eastern Railway","Itarsi Jn DN Goods Line (Track 2)","TC","Track Circuits","GR-67505","TC-000793","Relay Replacement & Circuit Continuity Verification","S&T Disconnection Notice",FALSE,60,60,53,0,88.3,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Umesh Tripathi (SSE/Sig/Itarsi Jn)","S. K. Tiwari (SM/Itarsi Jn)",TRUE,TRUE,14.02,80.62
"BDMS-DISC-2026-01787","e-T351/Visakhapatnam/2026/1787","e-T351-REC/Visakhapatnam/2026/1787","2026-05-11","Visakhapatnam","Sealdah","ER","Eastern Railway","Visakhapatnam DN Goods Line (Track 1)","RLY","Relays","GR-60871","RLY-001487","Track Circuit Bootleg & Bond Replacement","Traffic Block (Shadow)",TRUE,45,45,31,0,68.9,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Bharat Bhushan (SSE/Sig/Visakhapatnam)","R. N. Srivastava (SM/Visakhapatnam)",TRUE,TRUE,8.85,86.84
"BDMS-DISC-2026-01788","e-T351/HowrahJn/2026/1788",,"2026-07-19","Howrah Jn","Izzatnagar","NER","North Eastern Railway","Howrah Jn UP Loop Line (Track 1)","PWR","Power Supply Equipment","GR-71215","PWR-001064","Relay Replacement & Circuit Continuity Verification","S&T Disconnection Notice",FALSE,90,90,76,0,84.4,"Active Disconnection (SM Panel Locked)",TRUE,TRUE,FALSE,,,FALSE,"Vikas Rawat (SSE/Sig/Howrah Jn)","T. R. Nair (SM/Howrah Jn)",TRUE,TRUE,10.89,90.36
"BDMS-DISC-2026-01789","e-T351/Bhubaneswar/2026/1789","e-T351-REC/Bhubaneswar/2026/1789","2025-10-01","Bhubaneswar","Mysuru","SWR","South Western Railway","Bhubaneswar DN Main Line (Track 3)","CLS","Color Light Signals","GR-09749","CLS-000845","Point Machine Obstruction & Friction Clutch Test (G&SR 3.51)","Traffic Block & Disconnection",TRUE,120,120,113,0,94.2,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Ravi Shankar (SSE/Sig/Bhubaneswar)","J. P. Rao (SM/Bhubaneswar)",TRUE,TRUE,27.97,95.88
"BDMS-DISC-2026-01790","e-T351/AjmerJn/2026/1790","e-T351-REC/AjmerJn/2026/1790","2026-04-21","Ajmer Jn","Khurda Road","ECoR","East Coast Railway","Ajmer Jn UP Main Line (Track 2)","TC","Track Circuits","GR-85838","TC-000986","Electronic Interlocking (EI) Object Controller Card Hot-Swap & Test","Disconnection & Traffic Block",FALSE,60,60,55,0,91.7,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Bharat Bhushan (SSE/Sig/Ajmer Jn)","V. K. Gupta (SM/Ajmer Jn)",TRUE,TRUE,28.35,86.41
"BDMS-DISC-2026-01791","e-T351/IndoreJn/2026/1791",,"2026-07-02","Indore Jn","Rangiya","NFR","Northeast Frontier Railway","Indore Jn DN Loop Line (Track 3)","CLS","Color Light Signals","GR-61563","CLS-000661","Point Machine Obstruction & Friction Clutch Test (G&SR 3.51)","Traffic Block & Disconnection",TRUE,45,0,0,0,0,"Refused by Controller",FALSE,FALSE,FALSE,,,FALSE,"Pankaj Dubey (SSE/Sig/Indore Jn)","G. S. Reddy (SM/Indore Jn)",FALSE,FALSE,26.53,83.71
"BDMS-DISC-2026-01792","e-T351/KanpurCentral/2026/1792","e-T351-REC/KanpurCentral/2026/1792","2026-04-10","Kanpur Central","Adra","SER","South Eastern Railway","Kanpur Central UP Loop Line (Track 4)","PWR","Power Supply Equipment","GR-70333","PWR-000263","Track Circuit Bootleg & Bond Replacement","Traffic Block (Shadow)",TRUE,60,60,46,0,76.7,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Sanjay Mishra (SSE/Sig/Kanpur Central)","P. K. Mishra (SM/Kanpur Central)",TRUE,TRUE,12.7,92.54
"BDMS-DISC-2026-01793","e-T351/AsansolJn/2026/1793","e-T351-REC/AsansolJn/2026/1793","2025-10-24","Asansol Jn","Tinsukia","NFR","Northeast Frontier Railway","Asansol Jn UP Main Line (Track 2)","TC","Track Circuits","GR-70239","TC-000109","Signal Cable Re-termination at Location Box","S&T Disconnection Notice",FALSE,60,60,47,0,78.3,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Baldev Arora (SSE/Sig/Asansol Jn)","D. N. Pandey (SM/Asansol Jn)",TRUE,TRUE,29.42,93.41
"BDMS-DISC-2026-01794","e-T351/NagpurJn/2026/1794","e-T351-REC/NagpurJn/2026/1794","2025-09-12","Nagpur Jn","Lucknow","NR","Northern Railway","Nagpur Jn DN Goods Line (Track 2)","AXC","Axle Counters","GR-49601","AXC-001553","Insulated Rail Joint (IRJ) End Post Replacement at Point","Joint Traffic Block (S&T + P-Way)",TRUE,45,45,32,0,71.1,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Ravi Shankar (SSE/Sig/Nagpur Jn)","K. P. Saxena (SM/Nagpur Jn)",TRUE,TRUE,30.94,72.88
"BDMS-DISC-2026-01795","e-T351/KotaJn/2026/1795","e-T351-REC/KotaJn/2026/1795","2025-09-17","Kota Jn","Salem","SR","Southern Railway","Kota Jn DN Main Line (Track 4)","CBL","Signal Cables","GR-56157","CBL-000897","Point Machine Obstruction & Friction Clutch Test (G&SR 3.51)","Traffic Block & Disconnection",TRUE,90,90,81,0,90,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Tapan Roy (SSE/Sig/Kota Jn)","A. K. Singh (SM/Kota Jn)",TRUE,TRUE,24.59,79.77
"BDMS-DISC-2026-01796","e-T351/AmbalaCantt/2026/1796","e-T351-REC/AmbalaCantt/2026/1796","2026-06-22","Ambala Cantt","Sambalpur","ECoR","East Coast Railway","Ambala Cantt UP Loop Line (Track 4)","RFID","RFID Tags","GR-42502","RFID-000079","Axle Counter Wheel Sensor High Frequency Alignment","Traffic Block (Shadow)",TRUE,90,90,76,0,84.4,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Sunil Das (SSE/Sig/Ambala Cantt)","D. N. Pandey (SM/Ambala Cantt)",TRUE,TRUE,23.21,77
"BDMS-DISC-2026-01797","e-T351/DhanbadJn/2026/1797","e-T351-REC/DhanbadJn/2026/1797","2026-07-13","Dhanbad Jn","Solapur","CR","Central Railway","Dhanbad Jn UP Loop Line (Track 3)","PNT","Points/Turnouts","GR-54546","PNT-001151","Insulated Rail Joint (IRJ) End Post Replacement at Point","Joint Traffic Block (S&T + P-Way)",TRUE,45,45,32,0,71.1,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Tapan Roy (SSE/Sig/Dhanbad Jn)","G. S. Reddy (SM/Dhanbad Jn)",TRUE,TRUE,25.69,78.79
"BDMS-DISC-2026-01798","e-T351/Surat/2026/1798",,"2025-11-30","Surat","Hyderabad","SCR","South Central Railway","Surat UP Goods Line (Track 3)","PNT","Points/Turnouts","GR-35352","PNT-001416","Electronic Interlocking (EI) Object Controller Card Hot-Swap & Test","Disconnection & Traffic Block",FALSE,90,0,0,0,0,"Refused by Controller",FALSE,FALSE,FALSE,,,FALSE,"Naveen Kulkarni (SSE/Sig/Surat)","D. N. Pandey (SM/Surat)",FALSE,FALSE,25.11,73.76
"BDMS-DISC-2026-01799","e-T351/Visakhapatnam/2026/1799","e-T351-REC/Visakhapatnam/2026/1799","2025-11-15","Visakhapatnam","Lumding","NFR","Northeast Frontier Railway","Visakhapatnam DN Main Line (Track 1)","TC","Track Circuits","GR-75302","TC-001442","Insulated Rail Joint (IRJ) End Post Replacement at Point","Joint Traffic Block (S&T + P-Way)",TRUE,120,120,114,0,95,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Chandan Singh (SSE/Sig/Visakhapatnam)","B. R. Verma (SM/Visakhapatnam)",TRUE,TRUE,11.45,84.18
"BDMS-DISC-2026-01800","e-T351/BengaluruCity/2026/1800",,"2026-02-26","Bengaluru City","Bhopal","WCR","West Central Railway","Bengaluru City UP Loop Line (Track 2)","RLY","Relays","GR-39637","RLY-000599","Axle Counter Wheel Sensor High Frequency Alignment","Traffic Block (Shadow)",TRUE,45,45,64,19,142.2,"Pending Sanction",TRUE,TRUE,FALSE,,,FALSE,"Rajan Pillai (SSE/Sig/Bengaluru City)","T. R. Nair (SM/Bengaluru City)",TRUE,TRUE,22.72,80.73
"BDMS-DISC-2026-01801","e-T351/IndoreJn/2026/1801","e-T351-REC/IndoreJn/2026/1801","2025-12-19","Indore Jn","Sonpur","ECR","East Central Railway","Indore Jn UP Loop Line (Track 4)","TC","Track Circuits","GR-61513","TC-000130","Power Supply IPS Module Replacement & Load Test","S&T Disconnection Notice",FALSE,60,60,54,0,90,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Girish Kale (SSE/Sig/Indore Jn)","T. R. Nair (SM/Indore Jn)",TRUE,TRUE,19.35,91.13
"BDMS-DISC-2026-01802","e-T351/Visakhapatnam/2026/1802",,"2026-04-19","Visakhapatnam","Tinsukia","NFR","Northeast Frontier Railway","Visakhapatnam DN Main Line (Track 2)","TRN","Train Detection System","GR-46064","TRN-001096","Point Machine Obstruction & Friction Clutch Test (G&SR 3.51)","Traffic Block & Disconnection",TRUE,45,45,32,0,71.1,"Active Disconnection (SM Panel Locked)",TRUE,TRUE,FALSE,,,FALSE,"Tapan Roy (SSE/Sig/Visakhapatnam)","S. K. Tiwari (SM/Visakhapatnam)",TRUE,TRUE,10.15,78.02
"BDMS-DISC-2026-01803","e-T351/JabalpurJn/2026/1803",,"2025-10-14","Jabalpur Jn","Mysuru","SWR","South Western Railway","Jabalpur Jn UP Main Line (Track 4)","PWR","Power Supply Equipment","GR-74438","PWR-001664","Color Light Signal Head Replacement & Aspect Checking","S&T Disconnection Notice",FALSE,45,45,31,0,68.9,"Pending Sanction",TRUE,TRUE,FALSE,,,FALSE,"Shankar Dey (SSE/Sig/Jabalpur Jn)","H. S. Chauhan (SM/Jabalpur Jn)",TRUE,TRUE,29.85,73.79
"BDMS-DISC-2026-01804","e-T351/Thiruvananthapuram/2026/1804","e-T351-REC/Thiruvananthapuram/2026/1804","2026-08-07","Thiruvananthapuram","Sealdah","ER","Eastern Railway","Thiruvananthapuram DN Goods Line (Track 2)","CLS","Color Light Signals","GR-05021","CLS-000946","Level Crossing Gate Interlocking Wiring Modification","Traffic Block & Disconnection",FALSE,60,60,45,0,75,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Jagdish Lal (SSE/Sig/Thiruvananthapuram)","J. P. Rao (SM/Thiruvananthapuram)",TRUE,TRUE,24.97,89.22
"BDMS-DISC-2026-01805","e-T351/RanchiJn/2026/1805",,"2026-02-06","Ranchi Jn","Bengaluru","SWR","South Western Railway","Ranchi Jn DN Goods Line (Track 3)","LC","Level Crossing Gates","GR-29297","LC-000893","Axle Counter Wheel Sensor High Frequency Alignment","Traffic Block (Shadow)",TRUE,120,0,0,0,0,"Refused by Controller",FALSE,FALSE,FALSE,,,FALSE,"Ganesh Iyer (SSE/Sig/Ranchi Jn)","B. R. Verma (SM/Ranchi Jn)",FALSE,FALSE,17.34,73.02
"BDMS-DISC-2026-01806","e-T351/MumbaiCST/2026/1806","e-T351-REC/MumbaiCST/2026/1806","2025-11-25","Mumbai CST","Khurda Road","ECoR","East Coast Railway","Mumbai CST DN Goods Line (Track 3)","RFID","RFID Tags","GR-96488","RFID-000239","Level Crossing Gate Interlocking Wiring Modification","Traffic Block & Disconnection",FALSE,60,60,46,0,76.7,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Ajay Thakur (SSE/Sig/Mumbai CST)","A. K. Singh (SM/Mumbai CST)",TRUE,TRUE,32,72.49
"BDMS-DISC-2026-01807","e-T351/BhusavalJn/2026/1807","e-T351-REC/BhusavalJn/2026/1807","2026-06-20","Bhusaval Jn","Danapur","ECR","East Central Railway","Bhusaval Jn UP Main Line (Track 4)","PWR","Power Supply Equipment","GR-24895","PWR-000972","Track Circuit Bootleg & Bond Replacement","Traffic Block (Shadow)",TRUE,120,120,106,0,88.3,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Sudhir Saxena (SSE/Sig/Bhusaval Jn)","V. K. Gupta (SM/Bhusaval Jn)",TRUE,TRUE,14.59,77.17
"BDMS-DISC-2026-01808","e-T351/JabalpurJn/2026/1808","e-T351-REC/JabalpurJn/2026/1808","2025-09-20","Jabalpur Jn","Moradabad","NR","Northern Railway","Jabalpur Jn DN Loop Line (Track 4)","CBL","Signal Cables","GR-52680","CBL-001595","Level Crossing Gate Interlocking Wiring Modification","Traffic Block & Disconnection",FALSE,90,90,80,0,88.9,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Hemant Bansal (SSE/Sig/Jabalpur Jn)","S. K. Tiwari (SM/Jabalpur Jn)",TRUE,TRUE,27.3,75.34
"BDMS-DISC-2026-01809","e-T351/SalemJn/2026/1809",,"2025-12-21","Salem Jn","Ajmer","NWR","North Western Railway","Salem Jn UP Loop Line (Track 3)","CLS","Color Light Signals","GR-84511","CLS-000008","Track Circuit Bootleg & Bond Replacement","Traffic Block (Shadow)",TRUE,120,120,110,0,91.7,"Pending Sanction",TRUE,TRUE,FALSE,,,FALSE,"Jagdish Lal (SSE/Sig/Salem Jn)","P. K. Mishra (SM/Salem Jn)",TRUE,TRUE,18.89,75.84
"BDMS-DISC-2026-01810","e-T351/MoradabadJn/2026/1810","e-T351-REC/MoradabadJn/2026/1810","2026-08-25","Moradabad Jn","Malda","ER","Eastern Railway","Moradabad Jn DN Main Line (Track 2)","RLY","Relays","GR-95197","RLY-000144","Point Machine Obstruction & Friction Clutch Test (G&SR 3.51)","Traffic Block & Disconnection",TRUE,45,45,40,0,88.9,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Yogesh Soni (SSE/Sig/Moradabad Jn)","M. L. Sharma (SM/Moradabad Jn)",TRUE,TRUE,14.22,80.66
"BDMS-DISC-2026-01811","e-T351/ManmadJn/2026/1811","e-T351-REC/ManmadJn/2026/1811","2026-03-20","Manmad Jn","Vadodara","WR","Western Railway","Manmad Jn DN Main Line (Track 4)","AXC","Axle Counters","GR-12688","AXC-001380","Axle Counter Wheel Sensor High Frequency Alignment","Traffic Block (Shadow)",TRUE,45,45,35,0,77.8,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"Naveen Kulkarni (SSE/Sig/Manmad Jn)","M. L. Sharma (SM/Manmad Jn)",TRUE,TRUE,19.35,76.57
"BDMS-DISC-2026-01812","e-T351/MaduraiJn/2026/1812","e-T351-REC/MaduraiJn/2026/1812","2026-02-19","Madurai Jn","Varanasi","NER","North Eastern Railway","Madurai Jn UP Goods Line (Track 2)","PNT","Points/Turnouts","GR-52971","PNT-001244","Insulated Rail Joint (IRJ) End Post Replacement at Point","Joint Traffic Block (S&T + P-Way)",TRUE,90,90,77,0,85.6,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Tapan Roy (SSE/Sig/Madurai Jn)","S. K. Tiwari (SM/Madurai Jn)",TRUE,TRUE,19.22,80.96
"BDMS-DISC-2026-01813","e-T351/JodhpurJn/2026/1813",,"2026-04-07","Jodhpur Jn","Rajkot","WR","Western Railway","Jodhpur Jn DN Loop Line (Track 1)","TC","Track Circuits","GR-43032","TC-001546","Electronic Interlocking (EI) Object Controller Card Hot-Swap & Test","Disconnection & Traffic Block",FALSE,120,120,110,0,91.7,"Pending Sanction",TRUE,TRUE,FALSE,,,FALSE,"Tapan Roy (SSE/Sig/Jodhpur Jn)","A. K. Singh (SM/Jodhpur Jn)",TRUE,TRUE,16.8,75.58
"BDMS-DISC-2026-01814","e-T351/KazipetJn/2026/1814","e-T351-REC/KazipetJn/2026/1814","2025-10-12","Kazipet Jn","Sambalpur","ECoR","East Coast Railway","Kazipet Jn UP Loop Line (Track 3)","CBL","Signal Cables","GR-66534","CBL-000291","Power Supply IPS Module Replacement & Load Test","S&T Disconnection Notice",FALSE,45,45,32,0,71.1,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"Harish Menon (SSE/Sig/Kazipet Jn)","M. L. Sharma (SM/Kazipet Jn)",TRUE,TRUE,20.7,89.05
"BDMS-DISC-2026-01815","e-T351/RanchiJn/2026/1815","e-T351-REC/RanchiJn/2026/1815","2026-02-05","Ranchi Jn","Ratnagiri","KRCL","Konkan Railway","Ranchi Jn DN Main Line (Track 1)","CLS","Color Light Signals","GR-35816","CLS-000935","Axle Counter Wheel Sensor High Frequency Alignment","Traffic Block (Shadow)",TRUE,60,60,50,0,83.3,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Sudhir Saxena (SSE/Sig/Ranchi Jn)","S. K. Tiwari (SM/Ranchi Jn)",TRUE,TRUE,26.96,96.49
"BDMS-DISC-2026-01816","e-T351/Thiruvananthapuram/2026/1816",,"2025-11-05","Thiruvananthapuram","Danapur","ECR","East Central Railway","Thiruvananthapuram UP Loop Line (Track 4)","EI","Electronic Interlocking","GR-87770","EI-000815","Track Circuit Bootleg & Bond Replacement","Traffic Block (Shadow)",TRUE,90,90,80,0,88.9,"Active Disconnection (SM Panel Locked)",TRUE,TRUE,FALSE,,,FALSE,"Chandan Singh (SSE/Sig/Thiruvananthapuram)","L. K. Das (SM/Thiruvananthapuram)",TRUE,TRUE,22.84,68.57
"BDMS-DISC-2026-01817","e-T351/AgraCantt/2026/1817",,"2026-06-11","Agra Cantt","Madurai","SR","Southern Railway","Agra Cantt DN Main Line (Track 4)","TC","Track Circuits","GR-30295","TC-001505","Relay Replacement & Circuit Continuity Verification","S&T Disconnection Notice",FALSE,90,90,78,0,86.7,"Pending Sanction",TRUE,TRUE,FALSE,,,FALSE,"Umesh Tripathi (SSE/Sig/Agra Cantt)","R. N. Srivastava (SM/Agra Cantt)",TRUE,TRUE,33.36,85.89
"BDMS-DISC-2026-01818","e-T351/SalemJn/2026/1818","e-T351-REC/SalemJn/2026/1818","2025-11-04","Salem Jn","Prayagraj","NCR","North Central Railway","Salem Jn DN Loop Line (Track 1)","RLY","Relays","GR-71880","RLY-000060","Insulated Rail Joint (IRJ) End Post Replacement at Point","Joint Traffic Block (S&T + P-Way)",TRUE,60,60,51,0,85,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Vikas Rawat (SSE/Sig/Salem Jn)","N. K. Joshi (SM/Salem Jn)",TRUE,TRUE,10.83,85.13
"BDMS-DISC-2026-01819","e-T351/BengaluruCity/2026/1819",,"2026-08-10","Bengaluru City","Mughalsarai","ECR","East Central Railway","Bengaluru City UP Loop Line (Track 2)","ATP","ATP/TPWS Equipment","GR-91935","ATP-000962","Relay Replacement & Circuit Continuity Verification","S&T Disconnection Notice",FALSE,120,120,113,0,94.2,"Active Disconnection (SM Panel Locked)",TRUE,TRUE,FALSE,,,FALSE,"Sudhir Saxena (SSE/Sig/Bengaluru City)","M. L. Sharma (SM/Bengaluru City)",TRUE,TRUE,9.12,79.34
"BDMS-DISC-2026-01820","e-T351/Warangal/2026/1820","e-T351-REC/Warangal/2026/1820","2026-03-28","Warangal","Bhopal","WCR","West Central Railway","Warangal UP Loop Line (Track 1)","LED","LED Signal Units","GR-66764","LED-000498","Point Machine Obstruction & Friction Clutch Test (G&SR 3.51)","Traffic Block & Disconnection",TRUE,120,120,108,0,90,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Satish Chandra (SSE/Sig/Warangal)","D. N. Pandey (SM/Warangal)",TRUE,TRUE,16.13,83.83
"BDMS-DISC-2026-01821","e-T351/Bhubaneswar/2026/1821","e-T351-REC/Bhubaneswar/2026/1821","2026-08-16","Bhubaneswar","Firozpur","NR","Northern Railway","Bhubaneswar DN Main Line (Track 1)","PNT","Points/Turnouts","GR-54071","PNT-001102","Electronic Interlocking (EI) Object Controller Card Hot-Swap & Test","Disconnection & Traffic Block",FALSE,60,60,49,0,81.7,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Rajesh Kumar (SSE/Sig/Bhubaneswar)","J. P. Rao (SM/Bhubaneswar)",TRUE,TRUE,12.81,90.77
"BDMS-DISC-2026-01822","e-T351/FirozpurJn/2026/1822",,"2026-08-18","Firozpur Jn","Mumbai Central","WR","Western Railway","Firozpur Jn DN Main Line (Track 3)","PNT","Points/Turnouts","GR-86636","PNT-001544","Color Light Signal Head Replacement & Aspect Checking","S&T Disconnection Notice",FALSE,60,60,47,0,78.3,"Pending Sanction",TRUE,TRUE,FALSE,,,FALSE,"Baldev Arora (SSE/Sig/Firozpur Jn)","D. N. Pandey (SM/Firozpur Jn)",TRUE,TRUE,18.7,77.89
"BDMS-DISC-2026-01823","e-T351/CoimbatoreJn/2026/1823","e-T351-REC/CoimbatoreJn/2026/1823","2025-12-01","Coimbatore Jn","Agra","NCR","North Central Railway","Coimbatore Jn UP Loop Line (Track 1)","PNT","Points/Turnouts","GR-10980","PNT-000415","Point Machine Obstruction & Friction Clutch Test (G&SR 3.51)","Traffic Block & Disconnection",TRUE,45,45,31,0,68.9,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Ravi Shankar (SSE/Sig/Coimbatore Jn)","L. K. Das (SM/Coimbatore Jn)",TRUE,TRUE,17.08,71.81
"BDMS-DISC-2026-01824","e-T351/HubliJn/2026/1824",,"2025-10-23","Hubli Jn","Bhusaval","CR","Central Railway","Hubli Jn UP Main Line (Track 2)","RLY","Relays","GR-22471","RLY-001430","Power Supply IPS Module Replacement & Load Test","S&T Disconnection Notice",FALSE,120,120,142,22,118.3,"Active Disconnection (SM Panel Locked)",TRUE,TRUE,FALSE,,,FALSE,"Sanjay Mishra (SSE/Sig/Hubli Jn)","D. N. Pandey (SM/Hubli Jn)",TRUE,TRUE,30.67,89.2
"BDMS-DISC-2026-01825","e-T351/KharagpurJn/2026/1825",,"2026-05-21","Kharagpur Jn","Prayagraj","NCR","North Central Railway","Kharagpur Jn DN Main Line (Track 4)","ATP","ATP/TPWS Equipment","GR-12015","ATP-000887","Electronic Interlocking (EI) Object Controller Card Hot-Swap & Test","Disconnection & Traffic Block",FALSE,45,45,56,11,124.4,"Pending Sanction",TRUE,TRUE,FALSE,,,FALSE,"Ravi Shankar (SSE/Sig/Kharagpur Jn)","A. K. Singh (SM/Kharagpur Jn)",TRUE,TRUE,16.51,81.98
"BDMS-DISC-2026-01826","e-T351/NewDelhi/2026/1826",,"2026-05-18","New Delhi","Lucknow","NR","Northern Railway","New Delhi DN Loop Line (Track 4)","CLS","Color Light Signals","GR-32198","CLS-000007","Axle Counter Wheel Sensor High Frequency Alignment","Traffic Block (Shadow)",TRUE,45,45,37,0,82.2,"Pending Sanction",TRUE,TRUE,FALSE,,,FALSE,"Ravi Shankar (SSE/Sig/New Delhi)","K. P. Saxena (SM/New Delhi)",TRUE,TRUE,32.87,91.04
"BDMS-DISC-2026-01827","e-T351/ItarsiJn/2026/1827",,"2026-05-28","Itarsi Jn","Ahmedabad","WR","Western Railway","Itarsi Jn DN Main Line (Track 1)","TC","Track Circuits","GR-16107","TC-000501","Electronic Interlocking (EI) Object Controller Card Hot-Swap & Test","Disconnection & Traffic Block",FALSE,45,45,65,20,144.4,"Pending Sanction",TRUE,TRUE,FALSE,,,FALSE,"Vinod Reddy (SSE/Sig/Itarsi Jn)","R. N. Srivastava (SM/Itarsi Jn)",TRUE,TRUE,18.55,74.59
"BDMS-DISC-2026-01828","e-T351/Ramagundam/2026/1828",,"2025-10-18","Ramagundam","Waltair","ECoR","East Coast Railway","Ramagundam UP Main Line (Track 4)","AXC","Axle Counters","GR-34142","AXC-000637","Power Supply IPS Module Replacement & Load Test","S&T Disconnection Notice",FALSE,45,45,38,0,84.4,"Pending Sanction",TRUE,TRUE,FALSE,,,FALSE,"Naveen Kulkarni (SSE/Sig/Ramagundam)","R. N. Srivastava (SM/Ramagundam)",TRUE,TRUE,18.43,78.91
"BDMS-DISC-2026-01829","e-T351/AsansolJn/2026/1829","e-T351-REC/AsansolJn/2026/1829","2026-01-05","Asansol Jn","Tiruchchirapalli","SR","Southern Railway","Asansol Jn DN Loop Line (Track 2)","TC","Track Circuits","GR-90742","TC-000666","Track Circuit Bootleg & Bond Replacement","Traffic Block (Shadow)",TRUE,45,45,31,0,68.9,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Suresh Yadav (SSE/Sig/Asansol Jn)","S. K. Tiwari (SM/Asansol Jn)",TRUE,TRUE,20.67,71.66
"BDMS-DISC-2026-01830","e-T351/KotaJn/2026/1830","e-T351-REC/KotaJn/2026/1830","2026-03-24","Kota Jn","Dhanbad","ECR","East Central Railway","Kota Jn DN Goods Line (Track 3)","LC","Level Crossing Gates","GR-69656","LC-000915","Axle Counter Wheel Sensor High Frequency Alignment","Traffic Block (Shadow)",TRUE,45,45,36,0,80,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Ravi Shankar (SSE/Sig/Kota Jn)","S. K. Tiwari (SM/Kota Jn)",TRUE,TRUE,9.59,75.64
"BDMS-DISC-2026-01831","e-T351/Nanded/2026/1831",,"2025-10-30","Nanded","Guntur","SCR","South Central Railway","Nanded UP Goods Line (Track 1)","RLY","Relays","GR-30938","RLY-000624","Track Circuit Bootleg & Bond Replacement","Traffic Block (Shadow)",TRUE,120,120,105,0,87.5,"Pending Sanction",TRUE,TRUE,FALSE,,,FALSE,"Harish Menon (SSE/Sig/Nanded)","L. K. Das (SM/Nanded)",TRUE,TRUE,16.3,86.38
