"failure_id","failure_timestamp","failure_date","failure_hour","failure_month","station_code","division","zone_code","zone_name","failed_gear_type","failed_gear_type_name","gear_number","asset_id","severity","nature_of_fault","root_cause_category","environmental_factor","detection_method","detection_delay_minutes","detention_minutes","trains_affected","restoration_timestamp","restoration_duration_minutes","restoration_duration_formatted","restoration_action","attending_supervisor","reported_by","status","bdms_emergency_token","transfer_status","requested_block_minutes","traffic_impact","asset_age_years","asset_codal_expired","asset_make","is_monsoon_related","latitude","longitude","sensor_voltage_V","sensor_current_A","sensor_vibration_mm_s","sensor_temperature_C","sensor_humidity_pct","sensor_insulation_resistance_MOhm"
"SFR-001042","2026-07-12 07:54:00","2026-07-12",13,"Jul","Bhopal Jn","Bengaluru","SWR","South Western Railway","TCF","Track Circuit Failure","GR-65776","TC-001254","Medium","Tuning unit capacitor failure changing resonant frequency","Other","Dust Storm","Station Master Report",67,127,20,"2026-07-12 11:06:00",192,"3h 12m","Bypassed faulty section temporarily per safety protocol","Sanjay Mishra (JE/Sig)","Tech/Sig","Restored",,"Pending Emergency Dispatch",30,"127m detention · 12 trains affected",13,FALSE,"Thales",TRUE,25.41,76.44,11.45,0.08,1.83,37.05,79.28,45.66
"SFR-001043","2026-07-04 08:48:00","2026-07-04",14,"Jul","Ratlam Jn","Sambalpur","ECoR","East Coast Railway","PF","Point Failure","GR-99416","PNT-001742","Critical","Lock stretcher bar insulation degraded below 50 Ohms","Aging/Degradation","Storm/Lightning","IoT Sensor Alert",5,9,2,"2026-07-04 10:25:00",97,"1h 37m","Replaced detection rod and adjusted stroke","Sanjay Mishra (JE/Sig)","Control Room","Restored","BDMS-EMG-2026-ECoR-01043","Emergency Block Granted in BDMS",45,"9m detention · 1 trains affected",11,FALSE,"BHEL",TRUE,32.34,87.19,112.49,2.46,2.79,42.27,81.41,156.53
"SFR-001044","2026-05-19 05:10:00","2026-05-19",10,"May","Jaipur Jn","Mysuru","SWR","South Western Railway","PF","Point Failure","GR-98410","PNT-000737","Critical","Slide chair lubrication failure leading to stiff operation","Mechanical","Extreme Heat","CMS Auto Alert",60,58,11,"2026-05-19 07:04:00",114,"1h 54m","Cleaned and lubricated point machine mechanism","Ashok Rao (JE/Sig)","SSE/Sig","Restored","BDMS-EMG-2026-SWR-01044","Emergency Block Granted in BDMS",45,"58m detention · 5 trains affected",2,FALSE,"Alstom",FALSE,27.34,86.14,118.42,2.55,3.97,52.36,62.42,152.65
"SFR-001045","2026-05-24 18:09:00","2026-05-24",23,"May","Manmad Jn","Alipurduar","NFR","Northeast Frontier Railway","SF","Signal Failure","GR-74073","CLS-001874","High","LED unit failure causing blank signal aspect","Other","Normal","Station Master Report",10,24,6,"2026-05-24 18:51:00",42,"0h 42m","Software reset and firmware update applied","Nitin Agarwal (SSE/Sig)","SSE/Sig","Restored",,"Pending Emergency Dispatch",30,"24m detention · 2 trains affected",28,TRUE,"Bombardier",FALSE,18.71,87.56,25.03,0.69,0.87,45.14,49.63,198.82
"SFR-001046","2026-08-26 03:08:00","2026-08-26",8,"Aug","Visakhapatnam","Izzatnagar","NER","North Eastern Railway","CF","Cable Fault","GR-66195","CBL-000886","Low","Water ingress in cable joint causing earth fault","Environmental","Flooding","SSE/JE Patrol",26,17,3,"2026-08-26 03:37:00",29,"0h 29m","Earthing resistance improved to below 1 ohm","Tapan Roy (JE/Sig)","SM/Station Master","Restored","BDMS-EMG-2026-NER-01046","Emergency Block Granted in BDMS",45,"17m detention · 1 trains affected",3,FALSE,"Medha",TRUE,23.57,70.18,,,,33.82,87.84,100.85
"SFR-001047","2026-09-05 01:26:00","2026-09-05",6,"Sept","Jodhpur Jn","Vadodara","WR","Western Railway","TCF","Track Circuit Failure","GR-86927","TC-000481","High","Ballast resistance drop below 2 ohm-km threshold","Contamination","Heavy Rain","Station Master Report",10,10,3,"2026-09-05 06:06:00",280,"4h 40m","Bypassed faulty section temporarily per safety protocol","Pravin Patil (JE/Sig)","SM/Station Master","Restored",,"Pending Emergency Dispatch",60,"10m detention · 1 trains affected",4,FALSE,"Hitachi",TRUE,21.67,73.09,11.79,-0.09,0,37.13,80.8,41.36
"SFR-001048","2026-08-20 08:03:00","2026-08-20",13,"Aug","Bhusaval Jn","Sambalpur","ECoR","East Coast Railway","PF","Point Failure","GR-16485","PNT-000407","Critical","Detection rod bent due to track maintenance disturbance","Other","Cyclone","CMS Auto Alert",17,79,13,"2026-08-20 09:02:00",59,"0h 59m","Rewired terminal connections and megger tested","Yogesh Soni (JE/Sig)","Control Room","Restored","BDMS-EMG-2026-ECoR-01048","Emergency Block Granted in BDMS",60,"79m detention · 7 trains affected",25,TRUE,"Hitachi",TRUE,10,72.67,116.88,2.31,4.76,41.21,78.89,152.84
"SFR-001049","2025-10-05 07:05:00","2025-10-05",12,"Oct","Nagpur Jn","Jabalpur","WCR","West Central Railway","TCF","Track Circuit Failure","GR-42397","TC-000464","High","Leaf fall contamination blocking electrical contact","Electrical","Normal","Driver Report",9,31,6,"2025-10-05 08:28:00",83,"1h 23m","Reset axle counter system and verified count accuracy","Brij Kishore (SSE/Sig)","Control Room","Restored","BDMS-EMG-2026-WCR-01049","Emergency Block Granted in BDMS",60,"31m detention · 3 trains affected",27,TRUE,"HBL",FALSE,12.21,85.13,12.08,-0.08,0.16,31.7,63.58,63.08
"SFR-001050","2026-08-29 19:44:00","2026-08-29",1,"Aug","Madurai Jn","Prayagraj","NCR","North Central Railway","TCF","Track Circuit Failure","GR-30732","TC-001593","Low","Rail head contamination from rust preventing wheel shunt","Contamination","Storm/Lightning","Station Master Report",18,6,2,"2026-08-29 21:10:00",86,"1h 26m","Software reset and firmware update applied","Krishna Murthy (SSE/Sig)","CMS Alert","Restored","BDMS-EMG-2026-NCR-01050","Emergency Block Granted in BDMS",60,"6m detention · 1 trains affected",7,FALSE,"Kyosan",TRUE,20.05,77.21,11.93,0.31,0.88,35.19,82.43,55.46
"SFR-001051","2025-12-10 03:00:00","2025-12-10",8,"Dec","Coimbatore Jn","Ranchi","SER","South Eastern Railway","EIF","Electronic Interlocking Failure","GR-90243","EI-001121","Critical","Hot standby switchover failure between redundant CPUs","Other","Fog","Driver Report",0,29,4,"2025-12-10 03:15:00",15,"0h 15m","Software reset and firmware update applied","Ravi Shankar (SSE/Sig)","CMS Alert","Restored","BDMS-EMG-2026-SER-01051","Emergency Block Granted in BDMS",90,"29m detention · 2 trains affected",8,FALSE,"Thales",FALSE,29.82,78.01,23.48,5.16,0,28.37,34.57,992.97
"SFR-001052","2026-08-29 04:40:00","2026-08-29",10,"Aug","Katni Jn","Agra","NCR","North Central Railway","TCF","Track Circuit Failure","GR-98379","TC-000397","High","Leaf fall contamination blocking electrical contact","Electrical","Normal","IoT Sensor Alert",10,38,9,"2026-08-29 05:48:00",68,"1h 8m","Restored from UPS backup and checked battery health","Dinesh Prasad (JE/Sig)","Tech/Sig","Restored","BDMS-EMG-2026-NCR-01052","Emergency Block Granted in BDMS",60,"38m detention · 3 trains affected",2,FALSE,"BHEL",TRUE,26.55,89.47,11.66,0.38,1.76,36.21,84.53,50.26
"SFR-001053","2026-06-06 07:58:00","2026-06-06",13,"Jun","Secunderabad Jn","Nagpur","SECR","South East Central Railway","ACF","Axle Counter Failure","GR-42878","AXC-001729","Medium","Sensor cable damage from track maintenance","External/Vandalism","Normal","Station Master Report",13,30,8,"2026-06-06 09:01:00",63,"1h 3m","Replaced corroded relay contacts and tested pickup/drop values","Mohit Pandey (JE/Sig)","Control Room","Restored",,"Pending Emergency Dispatch",30,"30m detention · 3 trains affected",3,FALSE,"Alstom",TRUE,11.16,76.84,24.26,1.42,2.94,46.41,74.45,111.72
"SFR-001054","2025-11-24 01:31:00","2025-11-24",7,"Nov","Kazipet Jn","Chakradharpur","SER","South Eastern Railway","LCF","Level Crossing Failure","GR-31939","LC-000543","High","Timer circuit malfunction causing premature gate opening","Electrical","Fog","Station Master Report",3,5,1,"2025-11-24 02:11:00",40,"0h 40m","Replaced blown fuse and checked entire circuit","Satish Chandra (SSE/Sig)","SSE/Sig","Restored",,"Pending Emergency Dispatch",90,"5m detention · 1 trains affected",23,TRUE,"Kyosan",FALSE,18.38,90.26,112.51,2.94,5.61,34.74,46.33,85.15
"SFR-001055","2026-06-24 09:23:00","2026-06-24",14,"Jun","Bhopal Jn","Chakradharpur","SER","South Eastern Railway","LCF","Level Crossing Failure","GR-48018","LC-001472","Low","Interlocking logic failure between LC gate and home signal","Other","Extreme Heat","CMS Auto Alert",8,47,10,"2026-06-24 10:00:00",37,"0h 37m","Cleaned and lubricated point machine mechanism","Brij Kishore (JE/Sig)","Tech/Sig","Restored","BDMS-EMG-2026-SER-01055","Emergency Block Granted in BDMS",60,"47m detention · 4 trains affected",21,TRUE,"Kyosan",TRUE,23.69,74.67,107.07,2.83,5.15,50.96,70.67,80.88
"SFR-001056","2026-09-18 23:30:00","2026-09-18",5,"Sept","Bhopal Jn","Kharagpur","SER","South Eastern Railway","TCF","Track Circuit Failure","GR-89327","TC-001754","Medium","Wet ballast causing short circuit and false occupancy","Environmental","Heavy Rain","IoT Sensor Alert",5,106,15,"2026-09-19 03:52:00",262,"4h 22m","OFC splicing done and OTDR tested for loss","Rajesh Kumar (JE/Sig)","SM/Station Master","Restored","BDMS-EMG-2026-SER-01056","Emergency Block Granted in BDMS",60,"106m detention · 10 trains affected",17,FALSE,"Kyosan",TRUE,26.04,89.01,11.75,-0.07,0,36.35,77.96,45.32
"SFR-001057","2026-07-23 21:52:00","2026-07-23",3,"Jul","Solapur Jn","Sambalpur","ECoR","East Coast Railway","TCF","Track Circuit Failure","GR-64068","TC-001095","High","Leaf fall contamination blocking electrical contact","Electrical","Storm/Lightning","CMS Auto Alert",14,105,13,"2026-07-23 22:49:00",57,"0h 57m","Reset axle counter system and verified count accuracy","Harish Menon (SSE/Sig)","SM/Station Master","Restored",,"Pending Emergency Dispatch",60,"105m detention · 10 trains affected",23,TRUE,"Hitachi",TRUE,14.69,77.72,11.84,0.2,0.84,38.18,85.74,52.62
"SFR-001058","2026-01-30 21:57:00","2026-01-30",3,"Jan","Bilaspur Jn","Guntakal","SCR","South Central Railway","PF","Point Failure","GR-96261","PNT-000537","Low","Internal gear mechanism jam due to foreign body","Other","Fog","Driver Report",22,6,1,"2026-01-30 23:43:00",106,"1h 46m","Earthing resistance improved to below 1 ohm","Tapan Roy (JE/Sig)","SM/Station Master","Restored","BDMS-EMG-2026-SCR-01058","Emergency Block Granted in BDMS",30,"6m detention · 1 trains affected",2,FALSE,"Medha",FALSE,25.97,69.76,116.02,2.7,4.54,39.17,44.04,147.45
"SFR-001059","2025-11-08 23:25:00","2025-11-08",4,"Nov","Visakhapatnam","Howrah","ER","Eastern Railway","TCF","Track Circuit Failure","GR-14352","TC-000827","Medium","Ballast resistance drop below 2 ohm-km threshold","Contamination","Normal","Control Room Observation",35,170,25,"2025-11-09 00:45:00",80,"1h 20m","Bypassed faulty section temporarily per safety protocol","Ashok Rao (JE/Sig)","CMS Alert","Restored","BDMS-EMG-2026-ER-01059","Emergency Block Granted in BDMS",90,"170m detention · 17 trains affected",27,TRUE,"Alstom",FALSE,9.29,92.2,12.25,-0.06,1.64,29.02,53.53,49.53
"SFR-001060","2026-02-22 13:27:00","2026-02-22",18,"Feb","Thiruvananthapuram","Madurai","SR","Southern Railway","TCF","Track Circuit Failure","GR-83510","TC-001280","Medium","Bond wire high resistance due to corroded weld","Other","Normal","CMS Auto Alert",13,82,14,"2026-02-22 14:37:00",70,"1h 10m","Repaired cable joint and verified insulation resistance","Dharmendra Pal (JE/Sig)","Control Room","Restored",,"Pending Emergency Dispatch",60,"82m detention · 8 trains affected",22,TRUE,"Kyosan",FALSE,23.62,72.2,12.01,0.27,1.97,33.56,51.84,49.85
"SFR-001061","2026-04-09 07:00:00","2026-04-09",12,"Apr","Mysuru Jn","Sealdah","ER","Eastern Railway","EIF","Electronic Interlocking Failure","GR-87885","EI-001454","Medium","Hot standby switchover failure between redundant CPUs","Other","Normal","Station Master Report",7,24,6,"2026-04-09 08:17:00",77,"1h 17m","Rewired terminal connections and megger tested","Kamlesh Joshi (SSE/Sig)","CMS Alert","Restored","BDMS-EMG-2026-ER-01061","Emergency Block Granted in BDMS",45,"24m detention · 2 trains affected",5,FALSE,"Bombardier",FALSE,30.09,68.96,24.72,4.8,0.03,43.86,34.35,989.37
"SFR-001062","2025-09-05 08:49:00","2025-09-05",14,"Sept","Coimbatore Jn","Nagpur","SECR","South East Central Railway","PF","Point Failure","GR-79656","PNT-000282","Critical","Thermal expansion causing rail creep and point misalignment","Thermal","Cyclone","Control Room Observation",141,30,5,"2025-09-05 10:08:00",79,"1h 19m","Earthing resistance improved to below 1 ohm","Govind Ram (SSE/Sig)","Tech/Sig","Restored","BDMS-EMG-2026-SECR-01062","Emergency Block Granted in BDMS",45,"30m detention · 3 trains affected",17,TRUE,"GE Transportation",TRUE,13.44,94.79,115.95,2.46,5.28,40.13,73.3,141.36
"SFR-001063","2026-04-16 13:44:00","2026-04-16",19,"Apr","Jodhpur Jn","Ajmer","NWR","North Western Railway","PF","Point Failure","GR-38268","PNT-000560","Medium","Friction clutch torque exceeded due to heavy contamination","Mechanical","Extreme Heat","IoT Sensor Alert",3,16,2,"2026-04-16 14:57:00",73,"1h 13m","Repaired cable joint and verified insulation resistance","Sanjay Mishra (SSE/Sig)","SM/Station Master","Restored",,"Pending Emergency Dispatch",60,"16m detention · 1 trains affected",30,TRUE,"Alstom",FALSE,31.68,96.5,116.79,2.45,4.05,47.69,50.34,158.09
"SFR-001064","2026-03-11 01:37:00","2026-03-11",7,"Mar","Surat","Kharagpur","SER","South Eastern Railway","PF","Point Failure","GR-04000","PNT-000275","Critical","Mechanical wear on detection notches causing misalignment","Mechanical","Dust Storm","SSE/JE Patrol",31,55,9,"2026-03-11 02:57:00",80,"1h 20m","Emergency cable jointing done with cold shrink kit","Kamlesh Joshi (SSE/Sig)","Tech/Sig","Restored","BDMS-EMG-2026-SER-01064","Emergency Block Granted in BDMS",90,"55m detention · 5 trains affected",28,TRUE,"Alstom",FALSE,19.82,87.58,111.7,2.5,3.95,41.9,52.76,147.36
"SFR-001065","2025-09-13 23:32:00","2025-09-13",5,"Sept","Balharshah Jn","Sealdah","ER","Eastern Railway","CF","Cable Fault","GR-39452","CBL-001892","Medium","Cable joint failure at location box termination","Other","Flooding","Control Room Observation",18,11,2,"2025-09-14 02:04:00",152,"2h 32m","Rewired terminal connections and megger tested","Harish Menon (SSE/Sig)","Tech/Sig","Restored","BDMS-EMG-2026-ER-01065","Emergency Block Granted in BDMS",30,"11m detention · 1 trains affected",10,FALSE,"HBL",TRUE,8.88,79.7,,,,31.88,86.95,90.47
"SFR-001066","2025-11-04 04:11:00","2025-11-04",9,"Nov","Vijayawada Jn","Izzatnagar","NER","North Eastern Railway","PF","Point Failure","GR-78172","PNT-001385","Low","Mechanical wear on detection notches causing misalignment","Mechanical","Normal","IoT Sensor Alert",2,47,8,"2025-11-04 07:44:00",213,"3h 33m","Replaced faulty component and tested","Ishwar Dayal (JE/Sig)","Tech/Sig","Restored","BDMS-EMG-2026-NER-01066","Emergency Block Granted in BDMS",60,"47m detention · 4 trains affected",15,TRUE,"Alstom",FALSE,12.02,89.15,110.99,2.7,2.55,34.29,50.69,134.86
"SFR-001067","2026-02-21 17:30:00","2026-02-21",23,"Feb","Nanded","Jabalpur","WCR","West Central Railway","TCF","Track Circuit Failure","GR-43356","TC-001592","High","Track circuit feed-end transformer winding open","Electrical","Normal","CMS Auto Alert",12,9,2,"2026-02-21 18:39:00",69,"1h 9m","Repaired cable joint and verified insulation resistance","Suresh Yadav (JE/Sig)","Control Room","Restored","BDMS-EMG-2026-WCR-01067","Emergency Block Granted in BDMS",30,"9m detention · 1 trains affected",2,FALSE,"Kyosan",FALSE,25.89,76.39,12.05,0.11,1.4,32.5,49.8,59.07
"SFR-001068","2025-12-19 20:37:00","2025-12-19",2,"Dec","Nagpur Jn","Mumbai","CR","Central Railway","RF","Relay Failure","GR-83660","RLY-001950","Critical","Spring tension loss causing sluggish pickup","Other","Normal","Station Master Report",1,89,14,"2025-12-19 21:32:00",55,"0h 55m","Reset axle counter system and verified count accuracy","Rakesh Jha (SSE/Sig)","SSE/Sig","Restored","BDMS-EMG-2026-CR-01068","Emergency Block Granted in BDMS",30,"89m detention · 8 trains affected",2,FALSE,"Siemens",FALSE,30.89,81.86,23.5,0.14,0.77,29.87,31.61,494.75
"SFR-001069","2025-12-05 13:55:00","2025-12-05",19,"Dec","Varanasi Jn","Delhi","NR","Northern Railway","SF","Signal Failure","GR-42109","CLS-000861","High","Approach lighting control circuit fault","Electrical","Normal","Station Master Report",27,41,5,"2025-12-05 16:13:00",138,"2h 18m","Earthing resistance improved to below 1 ohm","Hemant Bansal (JE/Sig)","SSE/Sig","Restored",,"Pending Emergency Dispatch",60,"41m detention · 4 trains affected",23,FALSE,"GE Transportation",FALSE,14.38,83.77,23.95,0.62,0.52,28.25,41.76,200.43
"SFR-001070","2026-06-09 05:25:00","2026-06-09",10,"Jun","Surat","Chakradharpur","SER","South Eastern Railway","TCF","Track Circuit Failure","GR-39239","TC-001967","Medium","Leaf fall contamination blocking electrical contact","Electrical","Dust Storm","Control Room Observation",80,34,6,"2026-06-09 06:08:00",43,"0h 43m","Replaced track circuit tuning unit and calibrated","Rakesh Jha (JE/Sig)","SSE/Sig","Restored","BDMS-EMG-2026-SER-01070","Emergency Block Granted in BDMS",90,"34m detention · 3 trains affected",7,FALSE,"Medha",TRUE,31.43,72.28,12.29,-0.08,0,42.65,73.63,48.02
"SFR-001071","2026-02-12 19:39:00","2026-02-12",1,"Feb","Varanasi Jn","Jhansi","NCR","North Central Railway","PSF","Power Supply Failure","GR-98363","PWR-000082","High","Solar panel degradation reducing charging efficiency","Other","Extreme Heat","CMS Auto Alert",0,12,5,"2026-02-12 20:10:00",31,"0h 31m","Emergency cable jointing done with cold shrink kit","Ashok Rao (JE/Sig)","SM/Station Master","Restored","BDMS-EMG-2026-NCR-01071","Emergency Block Granted in BDMS",30,"12m detention · 1 trains affected",7,FALSE,"Thales",FALSE,14.35,95.98,243.55,15.15,1.58,43.32,45.45,48.08
"SFR-001072","2025-11-29 17:42:00","2025-11-29",23,"Nov","Pune Jn","Sealdah","ER","Eastern Railway","PF","Point Failure","GR-15076","PNT-001201","High","Detection rod bent due to track maintenance disturbance","Other","Normal","Station Master Report",14,26,7,"2025-11-29 18:01:00",19,"0h 19m","Reset axle counter system and verified count accuracy","Satish Chandra (SSE/Sig)","SM/Station Master","Restored","BDMS-EMG-2026-ER-01072","Emergency Block Granted in BDMS",60,"26m detention · 2 trains affected",3,FALSE,"Kyosan",FALSE,22.79,92.48,106.68,2.57,3.09,37.34,42.81,145.16
"SFR-001073","2026-07-22 16:11:00","2026-07-22",21,"Jul","Nagpur Jn","Delhi","NR","Northern Railway","PF","Point Failure","GR-30706","PNT-000610","Low","Mechanical wear on detection notches causing misalignment","Mechanical","Normal","Station Master Report",4,19,6,"2026-07-22 17:29:00",78,"1h 18m","Realigned signal post and checked optical alignment","Girish Kale (SSE/Sig)","JE/Sig","Restored","BDMS-EMG-2026-NR-01073","Emergency Block Granted in BDMS",45,"19m detention · 1 trains affected",4,FALSE,"Kyosan",TRUE,20.37,91.99,108.13,2.52,2.91,44.08,78.43,165.79
"SFR-001074","2026-08-07 03:58:00","2026-08-07",9,"Aug","Ahmedabad Jn","Agra","NCR","North Central Railway","CF","Cable Fault","GR-74437","CBL-000168","Low","Cable overloaded beyond rated current capacity","Electrical","Extreme Heat","SSE/JE Patrol",2,68,9,"2026-08-07 04:13:00",15,"0h 15m","Earthing resistance improved to below 1 ohm","Sanjay Mishra (SSE/Sig)","Control Room","Restored",,"Pending Emergency Dispatch",30,"68m detention · 6 trains affected",5,FALSE,"Kyosan",TRUE,20.96,93.23,,,,31.77,91.5,91.51
"SFR-001075","2026-04-11 08:06:00","2026-04-11",13,"Apr","Ahmedabad Jn","Bhusaval","CR","Central Railway","PF","Point Failure","GR-75228","PNT-001077","High","Slide chair lubrication failure leading to stiff operation","Mechanical","Fog","IoT Sensor Alert",60,19,6,"2026-04-11 09:16:00",70,"1h 10m","Bypassed faulty section temporarily per safety protocol","Suresh Yadav (SSE/Sig)","SM/Station Master","Restored",,"Pending Emergency Dispatch",90,"19m detention · 1 trains affected",22,TRUE,"HBL",FALSE,19.14,70.93,111.16,2.63,4.86,49.02,50.8,138.58
"SFR-001076","2026-04-14 18:50:00","2026-04-14",0,"Apr","Itarsi Jn","Lumding","NFR","Northeast Frontier Railway","EIF","Electronic Interlocking Failure","GR-66552","EI-000611","Medium","Network switch failure between EI rack and RRI panel","Other","Normal","Driver Report",14,25,4,"2026-04-14 20:27:00",97,"1h 37m","Software reset and firmware update applied","Suresh Yadav (JE/Sig)","SSE/Sig","Restored",,"Pending Emergency Dispatch",60,"25m detention · 2 trains affected",2,FALSE,"Hitachi",FALSE,11.99,87.56,24.75,4.79,0,42.53,31.7,997.16
"SFR-001077","2025-12-26 09:38:00","2025-12-26",15,"Dec","Ratlam Jn","Bikaner","NWR","North Western Railway","RF","Relay Failure","GR-02655","RLY-001257","Medium","Relay base socket corrosion in humid conditions","Aging/Degradation","Dust Storm","Station Master Report",24,13,3,"2025-12-26 10:10:00",32,"0h 32m","Restored power supply from alternate IPS source","Baldev Arora (SSE/Sig)","CMS Alert","Restored","BDMS-EMG-2026-NWR-01077","Emergency Block Granted in BDMS",30,"13m detention · 1 trains affected",7,FALSE,"Siemens",FALSE,20.1,88.6,23.8,0.25,0.07,29.7,33.42,494.06
"SFR-001078","2026-02-15 00:01:00","2026-02-15",5,"Feb","Itarsi Jn","Vadodara","WR","Western Railway","SF","Signal Failure","GR-15722","CLS-000717","Medium","Colour light transformer secondary winding open","Other","Normal","CMS Auto Alert",17,2,1,"2026-02-15 01:56:00",115,"1h 55m","Replaced faulty component and tested","Kamlesh Joshi (JE/Sig)","JE/Sig","Restored","BDMS-EMG-2026-WR-01078","Emergency Block Granted in BDMS",90,"2m detention · 1 trains affected",29,TRUE,"Kyosan",FALSE,15.63,74.96,24.1,0.76,0.97,30.43,42.24,194.58
"SFR-001079","2026-07-26 19:23:00","2026-07-26",0,"Jul","Thiruvananthapuram","Varanasi","NER","North Eastern Railway","PF","Point Failure","GR-10541","PNT-000295","High","Friction clutch torque exceeded due to heavy contamination","Mechanical","Storm/Lightning","CMS Auto Alert",15,1,0,"2026-07-26 22:52:00",209,"3h 29m","Repaired cable joint and verified insulation resistance","Ashok Rao (SSE/Sig)","JE/Sig","Restored","BDMS-EMG-2026-NER-01079","Emergency Block Granted in BDMS",90,"1m detention · 1 trains affected",19,TRUE,"GE Transportation",TRUE,16.57,82.66,111.31,2.53,2.59,44.76,81.96,149.18
"SFR-001080","2026-03-10 08:02:00","2026-03-10",13,"Mar","Guwahati","Ambala","NR","Northern Railway","CF","Cable Fault","GR-15002","CBL-001088","High","Rodent damage to cable sheath and insulation","External/Vandalism","Normal","CMS Auto Alert",8,20,5,"2026-03-10 08:47:00",45,"0h 45m","Software reset and firmware update applied","Kamlesh Joshi (SSE/Sig)","Control Room","Restored","BDMS-EMG-2026-NR-01080","Emergency Block Granted in BDMS",90,"20m detention · 2 trains affected",30,TRUE,"HBL",FALSE,25.58,79.22,,,,33.88,60.55,99.22
"SFR-001081","2026-03-29 06:07:00","2026-03-29",11,"Mar","Kanpur Central","Ratnagiri","KRCL","Konkan Railway","RF","Relay Failure","GR-66661","RLY-001585","High","Coil winding open circuit due to thermal stress","Electrical","Storm/Lightning","Driver Report",15,62,9,"2026-03-29 07:20:00",73,"1h 13m","Reset axle counter system and verified count accuracy","Satish Chandra (SSE/Sig)","Control Room","Restored","BDMS-EMG-2026-KRCL-01081","Emergency Block Granted in BDMS",90,"62m detention · 6 trains affected",20,TRUE,"BHEL",FALSE,11.39,74.65,23.81,0.13,0.43,41.62,37.01,503.41
"SFR-001082","2026-07-19 23:15:00","2026-07-19",4,"Jul","Hubli Jn","Kota","WCR","West Central Railway","PSF","Power Supply Failure","GR-35985","PWR-001793","High","DG set auto-start failure during mains outage","Other","Normal","Station Master Report",4,5,4,"2026-07-19 23:36:00",21,"0h 21m","Replaced faulty component and tested","Anil Gupta (SSE/Sig)","Control Room","Restored","BDMS-EMG-2026-WCR-01082","Emergency Block Granted in BDMS",30,"5m detention · 1 trains affected",16,TRUE,"HBL",TRUE,30.52,83.7,240.64,15.05,2.42,48.43,80.19,51.79
"SFR-001083","2026-05-18 17:35:00","2026-05-18",23,"May","Chennai Central","Prayagraj","NCR","North Central Railway","PF","Point Failure","GR-27855","PNT-000875","High","Debris obstruction between switch rail and stock rail","Contamination","Extreme Heat","CMS Auto Alert",71,93,15,"2026-05-18 20:16:00",161,"2h 41m","Restored power supply from alternate IPS source","Nitin Agarwal (JE/Sig)","SSE/Sig","Restored","BDMS-EMG-2026-NCR-01083","Emergency Block Granted in BDMS",30,"93m detention · 9 trains affected",24,TRUE,"Thales",FALSE,21.36,79.99,110.82,2.56,4.03,52.53,58.82,159.37
"SFR-001084","2025-10-23 11:06:00","2025-10-23",16,"Oct","Jammu Tawi","Mumbai","CR","Central Railway","TCF","Track Circuit Failure","GR-63895","TC-000200","High","Wet ballast causing short circuit and false occupancy","Environmental","Normal","SSE/JE Patrol",47,1,3,"2025-10-23 11:37:00",31,"0h 31m","Reset axle counter system and verified count accuracy","Naveen Kulkarni (SSE/Sig)","Tech/Sig","Restored","BDMS-EMG-2026-CR-01084","Emergency Block Granted in BDMS",45,"1m detention · 1 trains affected",14,FALSE,"Thales",FALSE,32.83,95.42,11.43,0.26,0.59,32.3,62.99,37.37
"SFR-001085","2026-04-12 17:44:00","2026-04-12",23,"Apr","New Delhi","Mumbai","CR","Central Railway","TCF","Track Circuit Failure","GR-80359","TC-001262","Medium","Rail head contamination from rust preventing wheel shunt","Contamination","Storm/Lightning","IoT Sensor Alert",3,39,5,"2026-04-12 18:44:00",60,"1h 0m","Applied waterproofing sealant to cable joints","Deepak Chauhan (SSE/Sig)","SSE/Sig","Restored",,"Pending Emergency Dispatch",60,"39m detention · 3 trains affected",2,FALSE,"Thales",FALSE,17.25,73.57,12.05,0.09,0.18,43.53,57.87,65.63
"SFR-001086","2026-03-22 21:36:00","2026-03-22",3,"Mar","Madurai Jn","Bhusaval","CR","Central Railway","PF","Point Failure","GR-30425","PNT-001156","High","Ballast accumulation preventing full stroke movement","Contamination","Normal","IoT Sensor Alert",1,159,22,"2026-03-22 22:11:00",35,"0h 35m","Replaced faulty component and tested","Sudhir Saxena (SSE/Sig)","Control Room","Restored","BDMS-EMG-2026-CR-01086","Emergency Block Granted in BDMS",60,"159m detention · 15 trains affected",27,TRUE,"Bombardier",FALSE,24.67,68.61,107.42,2.51,4.05,45.53,48.15,150.66
"SFR-001087","2025-10-28 06:47:00","2025-10-28",12,"Oct","Itarsi Jn","Kota","WCR","West Central Railway","CF","Cable Fault","GR-70935","CBL-001965","Low","Optical fibre micro-bend loss exceeding 3 dB threshold","Other","Normal","SSE/JE Patrol",4,6,3,"2025-10-28 08:08:00",81,"1h 21m","Replaced blown fuse and checked entire circuit","Anand Mehta (JE/Sig)","Tech/Sig","Restored",,"Pending Emergency Dispatch",30,"6m detention · 1 trains affected",13,FALSE,"Hitachi",FALSE,13.12,80.45,,,,29.68,71.25,103.97
